,location,content,rating,date
13,Double_Six_Beach,Wide sandy beach which has a surf patrol.The beach is cleaned on a daily basis. Sun lounges and umbrellas are available for hire. Usually about 100000rup for two for the day. Also drinks can be purchased.There is surf. Some days there is a huge amount of plastic waste floating around in the water.For Bali in a tourist area it is a reasonable beach.,3.0 of 5 bubbles,"Written March 6, 2020"
14,Double_Six_Beach,"Very nice beach to take a stroll. Although you get HOUNDED by people trying to sell you things. You don't get left alone for too long, which gets annoying.",3.0 of 5 bubbles,"Written March 6, 2020"
15,Double_Six_Beach,"We love Double Six Beach and although we usually stay at a villa nearby we try to go there and maybe have a swim at least once during our stay.There are so many bars and restaurants you can choose from,some with live music and lots of atmosphere",4.0 of 5 bubbles,"Written February 27, 2020"
16,Double_Six_Beach,"Some nice bars along this beach but the amount of litter washed up was very disappointing, it is an OK beach but it isn't going to wow you",4.0 of 5 bubbles,"Written February 15, 2020"
17,Double_Six_Beach,This beach was very close to our hotel and we used lots. It is a really busy place with lots to see and do and there is something for everyone.You can rent sun loungers on there for not too much money and there’s lots of places to get food or drink. It is very close to the main road so there are tons of shops and food outlets.Watersports feature prominently and there are many people who will teach you how to surf if you require it. The sea can get very rough so best to do it with professional help.,4.0 of 5 bubbles,"Written February 14, 2020"
18,Double_Six_Beach,"Cool clean beach with great waves for surfing but the beach also offer good opportunities for long walks, loads of food and drinks in beach beanbags.",4.0 of 5 bubbles,"Written February 7, 2020"
19,Double_Six_Beach,"Good beach, nice and clean,  good surf if you like that sort of thing.  I walked from Double Six down to Kuta beach and then returned north to Seminyak beach. A lovely afternoon barefoot walk.",5.0 of 5 bubbles,"Written January 14, 2020"
20,Double_Six_Beach,"The beach is clean and we were well settled in sunbeds. we can buy juice, water.... and fruits, coconutThere is the Sunday in the restaurant a brunch very good",5.0 of 5 bubbles,"Written January 13, 2020"
21,Double_Six_Beach,Nice spot to hang out with friends. We can see also sunset which is amazing. Beside that there are many options of restaurants we can choose along the beach.,4.0 of 5 bubbles,"Written January 6, 2020"
22,Double_Six_Beach,Wrote a previous review up our stay in Seminyak and visiting the beaches here in Bali.Found Double 6 beach filled with plastics from high to low water. Nothing in the way of locals picking up the rubbish ranging from plastic bottle tops to plastic bags and old rope. How much damage is all this rubbish doing to marine life and not to mention the tourists entering these waters... the rubbish is not from tourism but from the rivers that flood once rain has fallen. Once you look beyond the rubbish I wonder how much none seen pollutants are in there!!!?.,1.0 of 5 bubbles,"Written January 5, 2020"
23,Double_Six_Beach,"Great for surfing but not for swimming as the sea is too rough. Evenings are great as the bars & restaurants along the beach prepare for the amazing sunsets with lanterns, candles, comfy bean bag chairs & live music which all contributes to a memorable time",4.0 of 5 bubbles,"Written January 4, 2020"
24,Double_Six_Beach,"The location is very close from city , you can enjoy the beach and buy coconut water during waiting the beautiful sunset",5.0 of 5 bubbles,"Written December 25, 2019"
25,Double_Six_Beach,"This is the section of the beach in Bali that is relaxed and has everything you need from water sports, to surfing, to chair and drinks. Great for sunset.!",5.0 of 5 bubbles,"Written December 22, 2019"
26,Double_Six_Beach,Good beach to spend our time while waiting for the golden hour (sunset) so many restaurant around here and local deli (Bakso gerobak biru) is delicious and affordable.,5.0 of 5 bubbles,"Written December 21, 2019"
27,Double_Six_Beach,"It was my second time in Bali, still beautiful as always and this beach is the most beautiful here. Definitely will visit this beach every time i come to bali.",5.0 of 5 bubbles,"Written December 20, 2019"
28,Double_Six_Beach,Really recommended. One of the best place to get the magical sunset where many bar surriunding to entertain you.,5.0 of 5 bubbles,"Written December 19, 2019"
29,Double_Six_Beach,"Had so much fun at double six last time i was there im going again in the next few days. There will be a break in the rain and I'm there. Very impressed with the food but you cant beat the atmosphere with lanterns under coloured umbrellas. Have to mention the double apple shisha and the bands. The lovely happy staff and the waves crashing, its an awesome sunset.",5.0 of 5 bubbles,"Written December 16, 2019"
30,Double_Six_Beach,"Double Six is a wide beach area between Seminyak and Kuta. A few hotels are next to it but it is one of the more underdeveloped areas of Bali. When we were there the beach was quite dirty, it was shocking to be honest, according to some reviews it has improved a lot it seems. We strolled along the beach all the way from Seminyak to Kuta and it is a fantastic beach walk, and once the sun starts to set even more picturesque.",4.0 of 5 bubbles,"Written December 1, 2019"
31,Double_Six_Beach,"We really took a great time here to enjoy the sunset. The service was good and comfortable, we didn't even realise the time here as we talked and enjoyed the view.",5.0 of 5 bubbles,"Written November 29, 2019"
32,Double_Six_Beach,Good place to relax with various shacks and places to sit . Most restaurants have sitting area and evening live music on beach at restaurants,4.0 of 5 bubbles,"Written November 22, 2019"
33,Double_Six_Beach,"A lot of cafes, bars and restaurants with variety of vegetarian and non-vegetarian options. Prompt service by staff.",5.0 of 5 bubbles,"Written November 19, 2019"
34,Double_Six_Beach,Really couldn't get enough on how incredibly amazing the sunset was. The beach got real crowded with hundreds of colorful bean bags and umbrellas. The live music was also so cool and created an amazing atmosphere. An absolute must do while in Bali!,5.0 of 5 bubbles,"Written November 18, 2019"
35,Double_Six_Beach,"Lovely beach club right by the beach, great music, food and ambiance, a definite hit! I had an awesome time everytime I came, which was often.",5.0 of 5 bubbles,"Written November 17, 2019"
36,Double_Six_Beach,Nice enough beach which appeared to be pretty popular with surfers. Unfortunately it seemed a bit grubby to me and the hawkers were a bit of a pain. It was all ok but I imagine their nicer places to spend a day on the sand. I may not be a good reviewer for this place as I’m not really a beach person ha ha,3.0 of 5 bubbles,"Written November 12, 2019"
37,Double_Six_Beach,"Nice Beach, not suitable for swimming, but great for surfing. Many bars with live music in evening to watch the sunset.",4.0 of 5 bubbles,"Written November 8, 2019"
38,Double_Six_Beach,We loved it here! The atmosphere was amazing and the sunset was out of the world! Definitely a must visit when visiting Bali💕,5.0 of 5 bubbles,"Written November 4, 2019"
39,Double_Six_Beach,"Wonderful beach to holiday, great place to watch sunset with a drink, food and music, good for families and couple.",5.0 of 5 bubbles,"Written November 4, 2019"
40,Double_Six_Beach,"Double Six Beach is one of the never ending happening spot in Bali! What makes it become everyone's favourite is because it's strategic location for a sunset catcher, not too far away from Kuta Beach but way cleaner, nice sand and has a lot of fancy beach bars and restos to chill out. We can find a lot of domestic and foreign tourists here have fun by soaking up the sun, playing by the beach or surfing.",5.0 of 5 bubbles,"Written November 3, 2019"
41,Double_Six_Beach,"Were there last year, and really was not impressed with the beach itself, it seemed scraggy and dirty and were some dogs Doo doo really didn’t want to do more than a paddle, this year I still felt slightly uncomfortable walking through so we decided to carry on walking up the beach and we found some proper bars and seats and it felt as if we had gone to another part of the island, it was so clean and tidy and we could sit down on bean bags and we ended up going there the rest of the 10 days to the spot on the beach and I really started enjoying it and felt a lot better and continued to go into the Chiringuito Restaurant & Bar – Highly recommended and definitely going back again- Thank you",3.0 of 5 bubbles,"Written November 1, 2019"
42,Double_Six_Beach,Fine groomed sand and lovely warm waters. Take the locals knowledge on board on deciding best time of day to go surfing.  They are accurate within an hour.  Look out for rips and undertows which are endorsed by red flags alond beach.  It is otherwise a very nice safe beach.Plenty of cafes and surf board hire places along the beach. We paid 50000IDR (about 5 AUD) per hour for surfboard hire. Reallly good sate sticks cooked over coal   at Capil Cafe.Plenty of shopping opportunities in and around Double six beach.,4.0 of 5 bubbles,"Written October 31, 2019"
43,Double_Six_Beach,"great view of the sunset.. many vendors too, even at the bar they will approach you ;( but not as congested as Kuta. We walked by the beach from Kuta, and from Kuta beach to Double Six Beach the waves are nonstop so it’s good for surfing but not swimming.",3.0 of 5 bubbles,"Written October 29, 2019"
44,Double_Six_Beach,Get down and see Carlos for a beach chair. Gorgeous beach. Lots of fun in the surf. Watch out for the rips. Make sure you swim between the flags. Gorgeous sunset. K-Resto has good meals.,5.0 of 5 bubbles,"Written October 23, 2019"
45,Double_Six_Beach,"Great spot to view the sunset. Clean and not too crowded. Plenty of space to move around, or too place ball. Family friendly.",4.0 of 5 bubbles,"Written October 13, 2019"
46,Double_Six_Beach,Well it is still not as clean as it could be...but much much better than it has been...we all need to help keep any beach clean and enjoyable for all. The surf school was a good place for the kids to have a go at surfing...the instructors were quite patient...it was a fun time,3.0 of 5 bubbles,"Written October 11, 2019"
47,Double_Six_Beach,"It's a nice, clean and not overcrowded beach. It's quite wide and dotted with umbrella's and lounges for rent and lots of Beach Clubs and Bars . There are a heaps of Traders flogging their wares. If you're like me and dont go to Kuta this is the place to watch the sunset.",4.0 of 5 bubbles,"Written October 5, 2019"
48,Double_Six_Beach,I came to this beach for watch the sunset and the view it's really amazing. I can't describe with words but it really beautiful,5.0 of 5 bubbles,"Written October 5, 2019"
49,Double_Six_Beach,"Spent the day here, beautiful resort and staff very friendly. Loved the restaurant,  fresh and delicious food. Highly recommend!",5.0 of 5 bubbles,"Written October 3, 2019"
50,Seminyak_Beach,"Stunning sunset, clean beach and nice place to relax. We went there after we had brunch, we bought a couple of beer and we really enjoyed the sunset time",4.0 of 5 bubbles,"Written December 3, 2021"
51,Seminyak_Beach,Seminyak area in the evening is not safe! 1 week ago 2 guys followed us on the scooter and they robbed me! took away my mobile phone while I was sitting on the scooter. I heard about many cases of robbery be careful,1.0 of 5 bubbles,"Written September 20, 2021"
52,Seminyak_Beach,"Nice clean beach, fine  sand, stunning sunset, beautiful to watched the waves going in and out. A scnery we cannot find easly. It was quite when we were there. Lucky us!, to share the beach only with few people. We came here several times during the week and each visit was always stunning. Easy to find place to eat along the beach! Our fav beach so far!",5.0 of 5 bubbles,"Written July 6, 2021"
53,Seminyak_Beach,"everyne walking arounf had no masks on, I seem to be the only dingdong doing so. There was plenty of trash everywhere and this was not becasue of the tourists either. A dog favorite ! This beach is not ready for the reopening of the area to an International market.",2.0 of 5 bubbles,"Written April 8, 2021"
54,Seminyak_Beach,"It is not as what it used to be, busy and crowded, but so quiet instead. Calm and peaceful sunset but I know many have lost their job. Hope things get better soon",5.0 of 5 bubbles,"Written March 13, 2021"
55,Seminyak_Beach,Always fun when the sun starts to set... seems all of Bali congregates at the beach at the end of the day! Awesome sunsets and dozens of choices for a place to relax for a drink or snack.,5.0 of 5 bubbles,"Written February 21, 2021"
56,Seminyak_Beach,"One of the best beach for the enjoying the sunset. But, black sand. The beach in Legian would more recommended.Looking for food: many restaurants in the neighbourhood.",4.0 of 5 bubbles,"Written February 16, 2021"
57,Seminyak_Beach,"Seminyak beach is perfect place for morning walk and watching sunset. Not many cafe was open the time we did visit Bali, but its even better as it was clean and not so touristy.",5.0 of 5 bubbles,"Written November 16, 2020"
58,Seminyak_Beach,"Great place to watch sunset, get some cold ones and chill with your partner. It was almost empty due to pandemic time, but as we read usually its very busy, especially for sunset time. Beach is very long, sand is nice and waves were to too big as in Kuta beach. Definitely will recommend to all my friends!",5.0 of 5 bubbles,"Written November 11, 2020"
59,Seminyak_Beach,We went to Bali for the duration of three weeks. Ubud was amazing bat Seminyak Beach is just very cool. Take your scooter and visit different places along the coatsline. Cool clubs and nice litte foody places... I do love a sundowner on this beach. Yes.Due Covid19 we unfortunately won`t be able to travel for a while. Keep this lovely island in your heart and just have a look at your photos over and over again. See you soon.,5.0 of 5 bubbles,"Written September 27, 2020"
60,Seminyak_Beach,Pristine white sandy beach. Ideal place to relax or swim. Located in the vicinity of a chain of high end hotels. Amazing sunset views,5.0 of 5 bubbles,"Written September 13, 2020"
61,Seminyak_Beach,"Beautiful sunset, and perfect time to social distancingWe can swim under the sunset before close your day.",4.0 of 5 bubbles,"Written September 2, 2020"
62,Seminyak_Beach,"Arrrrh the beach... this is one place we didn’t list on our agenda when planning our trip, as we’re not particularly beach people who spend time tanning ourselves to a crisp! Writing it off completely was a bit harsh and I wish we had made an exception just this once. Still, we managed a couple of hours toe dipping in the coolness of the sea, watching and listening to the great ocean waves, tingling us with excitement and almost sweeping us in, it was a case of “sand on, stress off” after a 17 hour flight! This was bliss...Seminyak Beach is 10 minutes walk from The Alea hotel, the route is a straight cut through residential area dotted with quaint villas and tropical greenery. The temperatures didn’t hold back, after all it was mid-day when most sun worshippers had crawled back to the luxury of their hotels air con. For us it was great having the beach almost to ourselves.  A few local vendors trying to delight us with their wares, friendly smiley people and a polite “no thank you” will suffice.  We enjoyed moments of peace and calmness, watching swirls of waves coming in and cooling down our roasted feet from the blazing heat of the sand.  The salty sea air and catching an odd glimpse of a surfer conquering a wave added to our fun in the sun.  We spotted crabs popping out from pockets of sand and running into the sea, so well camouflaged.  The longer we spent just walking and gazing at the vastness of the ocean my mindset touched senses one can only dream off in paradise, making me feel alive and regaining my sanity.  The beach is clean, lined with palm trees gently swaying in the breeze and sand so soft you’ll be leaving picture postcard memories and footprints for others to follow. Bars and restaurants setting up for late brunches, we parked ourselves at a cafe,  people watched and took few photos.  We ended our leisurely stroll at a bohemian cafe which looked like one big tropical fruit cocktail, inviting cosy colourful bean bags, low level tables and a signpost with some funky quotes, this was a picture of relaxation, peace and love. The cafe overlooks the ocean where you can get fed and watered enjoying the ambience and I guess a fabulous party vibe in the evening for ‘movers and shakers’, enjoying a few beers and watching an amazing sunset.      Our recommendation: Definitely go for it! all you have to do is press ‘escape’ and you’ll be transported into a world of calmness, ride a wave and let your free spirit run wild, this is therapy on the cheap.  Personally for me, I’ll be putting the beach on future trips, after all what’s not to like?....Indu & Versha.",5.0 of 5 bubbles,"Written July 9, 2020"
63,Seminyak_Beach,"Once you go past Legian beach you are on Seminyak Beach.There are also some high end hotels on the vicinity and I noted that it was less busier here.A nice place to have a stroll, popular with surfers and it was relatively clean.",4.0 of 5 bubbles,"Written June 30, 2020"
64,Seminyak_Beach,Seminyak beach is nice and clean. I found it some parts is is very busy and loud and other parts it is very quiet.I had an ocean view room at the hotel I was staying and the view was very relaxing.,5.0 of 5 bubbles,"Written May 6, 2020"
65,Seminyak_Beach,"We travelled all the way across to Seminyak beach from sanur just for the sunset , it took us 45 mins on a 2 wheeler, we waited for an hour, got some amazing pictures of ourselves and finally witnessed the sunset and that was the only sunset we witnessed on the entire trip. You have a lot of restaurants here, huge number of places , the prices are reasonable due to the stiff competition.",5.0 of 5 bubbles,"Written May 4, 2020"
66,Seminyak_Beach,Seminyak Beach is a Great beach! Especially for Surfers! For the rest of us kind of hard to swim in but Great Waves to Enjoy!!,4.0 of 5 bubbles,"Written March 30, 2020"
67,Seminyak_Beach,"Nice sunsets, but when you look a little deeper, the beach is awash with plastic and ruccish that washes in.  There are local dogs patrolling the beach, and while they don't interfere with you, they do leave their calling cards. The locals embrace tourists but the touters are also pests - no such thing as a quiet walk along the beach",2.0 of 5 bubbles,"Written March 21, 2020"
68,Seminyak_Beach,Enjoyed lunch at a couple of the beach Cafes and just relaxed for the afternoon. People watching was interesting and we were all serenaded by a group of guitared up singers. very pleasant afternoon,5.0 of 5 bubbles,"Written March 17, 2020"
69,Seminyak_Beach,I found the beach not to be very clean lot of people trying to sell you stuff on the beach rather swim in the hotel pool,3.0 of 5 bubbles,"Written March 17, 2020"
70,Seminyak_Beach,Amazing place to watch sunset in Seminyak. There are many bars to have a beer or some coctail. You can just relax and watch the show 🤘🏻,5.0 of 5 bubbles,"Written March 16, 2020"
71,Seminyak_Beach,Beers cheap.  Good cocktails.  Sunset to die for.  Recommend getting there about 4pm and enjoy for a few hours. Some bars have music.  Capil Beach bar.  Great food and drinks. Friendly staff.,5.0 of 5 bubbles,"Written March 13, 2020"
72,Seminyak_Beach,"Wonderful view of sunset. Happy sounds of families enjoying the ocean and surrounding ambience including kite flying,  live music,  lounging in provided bean bags or merely wandering along the beach.",5.0 of 5 bubbles,"Written March 11, 2020"
73,Seminyak_Beach,"I must admit that eventho' we came in January, I did not find the amount of rubbish that I've been reading in google. You can see pieces of rubbish material on the sand but since I expected the worst, I was actually quite relieved with what I saw.",2.0 of 5 bubbles,"Written March 9, 2020"
74,Seminyak_Beach,The beach does not have white sands . Hotels have reserved many places and the public are given areas near to the sea where there are many people selling their wares which can be annoying. Not as good as nusadua.  I did not enjoy the beach,3.0 of 5 bubbles,"Written March 8, 2020"
75,Seminyak_Beach,We arrived and walked the beach. Warm and clear waters. In addition to seeing the crab fight/mating not sure which. Lol,5.0 of 5 bubbles,"Written March 8, 2020"
76,Seminyak_Beach,"Great beach and not too busy when we visited. Waves maybe too much for swimming, but a great experience in the waves.",5.0 of 5 bubbles,"Written March 6, 2020"
77,Seminyak_Beach,"Purposely chose Seminyak beach of all places in Bali for my trip as I wanted to learn surfing (first timer) and heard the food/drinks options are great. It was the right decisions. The beach was beautiful, lively but not so crowded. Many drink stalls along the main stretch of the beach (near La Plancha) which also rented out beach chairs for you to sit down and the staff were always ready to tell a tales or two to entertain you. The surfing booths were everywhere but not all of them are reputable so do your research before hand. Swimming is possible but try to void those places with warning flag and those with a lot of surfers.",4.0 of 5 bubbles,"Written March 6, 2020"
78,Seminyak_Beach,"SO beautiful but still so much plastic and garbage in water and on beach...Sunrise and sunset are lovely , mid day is too hot..con=ve rup water temp is over 990 degrees.",4.0 of 5 bubbles,"Written March 5, 2020"
79,Seminyak_Beach,"Seminyak beach is a truly beautiful stretch of beach.At sunset, to sit and ""see the day out"", with or without a sundowner in the hand, is really fantastic. The water is nice and the waves even more so.However, the beach is littered with plastic bags and what not, eventhough the local authority has frequent motorised beach cleaning throughout the day. It is such a pity!",3.0 of 5 bubbles,"Written March 3, 2020"
80,Seminyak_Beach,We stayed at the hotel next to the beach. We enjoyed sunsets and live music. The holiday in Bali was not the cheapest. Taxes an service charges on everything but a lot of plastic on the beach. I was shocked. Someone needs to take responsibility and clean it on regular basis,3.0 of 5 bubbles,"Written March 1, 2020"
81,Seminyak_Beach,"During my Jan 2020 visit to Bal, we stayed in Seminyak and went to Seminyak each couple of times for the sunsets. Sunsets are beautiful, but it gets crowded and might come in the way of you enjoying a good sunset. the beach is not great for swimming as the waves could be be huge. there are good beach side restaurants where you can enjoy the sunset, like La plancha and Champlung.",4.0 of 5 bubbles,"Written March 1, 2020"
82,Seminyak_Beach,"I have just spent 5 days in Seminyak. The food here is amazing and the choice of restaurants is fantastic. There is also great choices for accommodation. We chose a Villa with our own pool. Beautiful with good staff but just a little to far out of the main area for easy access back into the restaurants. Be sure to do research for accommodation location. Unfortunately that's where it stops. After a while I got tired of people trying to rip me off. If I choose to barter for an item and I pay too much then that's my bad luck but when I change money I expect to get what is advertised out the front of the shop. I always count my money 2 or 3 times before I leave. In one day out of 4 money changers 3 tried to rip me off. That's just down right stealing. When you catch them out they are more than happy to give back your Aussie money and you move on. It frustrates me when cars have taxi signs on them and when you get in there is no meter. If that's the case I am more than happy to offer the same rate I pay when I catch a cab but they try to charge 2 to 3 times. I go on holidays for food, culture and local attractions, not spend my whole time trying not to be ripped off.In contrast I spent 6 days at the The Lovina Villas in Lovina. This is paradise. The people are beautiful, the resort is amazing and there is plenty of local attractions in the area. Bali is a great place for a holiday and I will always return but unfortunately will limit my time in the Seminyak area to just a couple of days to enjoy the great food before I head out to other beautiful parts of the island.",2.0 of 5 bubbles,"Written February 29, 2020"
83,Seminyak_Beach,"We stayed at the W Bali and had easy access to the beach. We absolutely loved this beach, lots of lovely beach bars with very comfortable loungers, amazing sunsets and a fabulous party vibe at night.",4.0 of 5 bubbles,"Written February 29, 2020"
84,Seminyak_Beach,"This beach is beautiful but does get a lot of locals trying to sell you things. I did get an amazing hand henna tattoo down here but other items were not cheap or quality. Good surf, a lot of learners out surfing and good bars along the beach to have a drink.",4.0 of 5 bubbles,"Written February 28, 2020"
85,Seminyak_Beach,"Very nice place to sit back and have a bear and watch the Sunset. Less locals trying to sell you things also.Well worth a stop off for a swim, surf or Beer",5.0 of 5 bubbles,"Written February 28, 2020"
86,Seminyak_Beach,"This is a nice beach up the coast from the more touristy Legian and Kuta beaches. Unlike Legian and Kuta, there were no people on the beach selling beers or sodas, only a few other tourists to share the beach with. My only complaint is that the water is polluted. The water is a little worse in Legian and Kuta, even though people were surfing in the water. The water is definitely polluted as you pass a dead fish on the beach about every 100 feet. I wanted to surf, but when I saw a dead lion fish on the beach, I worried about being poisoned if I hit a dead one while swimming.",3.0 of 5 bubbles,"Written February 27, 2020"
87,Seminyak_Beach,A lovely spot to eat dinner and watch the sun go down.  The seafood meal was lovely however the experience was spoiled by all the rubbish on the beach.,3.0 of 5 bubbles,"Written February 25, 2020"
88,Seminyak_Beach,Overall was an ok beach but really some what hard to enter or leave depending on what you want to do. Plenty of fancy hotels located near it. Surf didn't look too bad and is much cleaner than beaches closer to kuta. Won't go back in a rush but is a decent day out.,3.0 of 5 bubbles,"Written February 25, 2020"
89,Seminyak_Beach,"This beach is so much nicer than the others, cleaner and has a much classier vibe.  Whenever I’ve visited the red flag has been up and certainly no good for families wanting a swim.  Adults certainly could go for a Wade in but watch that swell.  Sunsets are a must and draw a huge crowd",5.0 of 5 bubbles,"Written February 23, 2020"
90,Seminyak_Beach,"The beach has great waves, good for surfing. The water was a bit brown but didn't make you dirty.  There are beach chairs and umbrellas to hire for about $5. It was very convenient that cold drinks are sold there as well.",5.0 of 5 bubbles,"Written February 22, 2020"
91,Seminyak_Beach,"Giant waves today, water was clean and warm, we lay on Sunday beds sipping on cold bintang. Nice and relaxed. Not annoyed by the beach sellers",5.0 of 5 bubbles,"Written February 21, 2020"
92,Seminyak_Beach,"I have been living in Seminyak village for 10 years in 1976, Although I love walking on the beach I heard many time people drawned here because the undercurrent is very strong. It is a black sand beach and when clear it is great for sunset photoes",3.0 of 5 bubbles,"Written February 20, 2020"
93,Seminyak_Beach,"Dissapointment after Nusa Dua quiet beaches. This beach was a party beach, noicy, grouded and parties all night long.",2.0 of 5 bubbles,"Written February 19, 2020"
94,Seminyak_Beach,The beach was beautiful but due to tourist a bit dirty. But nothing to take away from it. Beautiful feel with nice shacks with live singers,4.0 of 5 bubbles,"Written February 15, 2020"
95,Seminyak_Beach,This beach was quite a walk from our hotel but we still made the effort to get there. It is generally clean (although this isn’t the case when the sea has been rough) and it’s long with great sand.You can rent sun loungers for your visit and there are several bars and restaurants to keep yourself fed and watered.The sea can get rough and lends itself quite well to surfing and other watersports. There are plenty of people around here who will teach you how to do it for a price.If you need to get there and back cheaply we used the Grab camp app which was really reliable and very cheap.,4.0 of 5 bubbles,"Written February 14, 2020"
96,Seminyak_Beach,This is about the best atmosphere at any beach. Loved the set up with 100s of umbrellas and tables and large bean bags/cushions for sitting. Drinks and light meals served on the shore. Excellent music,5.0 of 5 bubbles,"Written February 13, 2020"
97,Seminyak_Beach,"If it is full for the sunset every evening, there are some good reasons: it is a wonderful beach, a legendary beach. And very clean for years. Perfect for families (kids can walk in the ocean in safety and enjoy the end of waves) or for adults who can enjoy bigger waves further. Many surf-schools all along for beginners, masseuses too, and a dozen of beach-bars/restaurants competing to attract the customers with decent prices for the food, drinks and services. It's summertime 365 days per year. The Beach Boys are locals, always happy (we wonder why? living on this beach!)",5.0 of 5 bubbles,"Written February 12, 2020"
98,Seminyak_Beach,It was said to be wet season in February but when I was there in early February there was barely any rain. Very lucky to see the gorgeous sunsets for a couple of times.,5.0 of 5 bubbles,"Written February 11, 2020"
99,Seminyak_Beach,I was very disappointed by the state of the beach  tried to go to beach bar on beach we were not allowed to enter as we had bottled water and crisps in our bag,1.0 of 5 bubbles,"Written February 10, 2020"
100,Nyaman_Gallery,Nyaman Gallery has a lot of great art to enjoy while visiting Bali! if they were smaller You would bring some of it with you!,3.0 of 5 bubbles,"Written March 30, 2020"
101,Nyaman_Gallery,"Wonderful examples of contemporary Indonesian art. Well considered and thoughtfully curated mix of display/cabinet pieces, sculpture and paintings. Staff are knowledgeable and very helpful. The large work I selected was carefully packed for its trip back to Australia. Can’t wait to display it!",5.0 of 5 bubbles,"Written December 6, 2019"
102,Nyaman_Gallery,It was a beautiful place with many things to look at and learn. We can ask anything from the in charge because she is well educated in the field and if you are interested in looking and admiring different types of Art this is the best place to visit during your tour to Bali.,5.0 of 5 bubbles,"Written October 6, 2019"
103,Nyaman_Gallery,Amazing curators and artists. The brilliant team helped us out with taking back a peice to Australia and we even met the lovely artist Bunny Bone who was so kind to our requests and indeed a very talented creator! Well worth the visit if you're in Seminyak :),5.0 of 5 bubbles,"Written August 14, 2019"
104,Nyaman_Gallery,"On a recent trip to Bali we discovered the fascinating works of the street artist Quint. We found that Nyaman Gallery displays his work.Had a very enjoyable visit admiring the works by Quint and a number of other artists.After returning to Australia, we found there is very little information available about Quint and his work. I emailed Nyaman Gallery who were extremely helpful in sourcing a book and posting it to us.",5.0 of 5 bubbles,"Written August 11, 2019"
105,Nyaman_Gallery,"All my questions were answered by Nyaman Gallery promptly, as I took my time to think and inquire about the specifics with Yokii's work. It is difficult to make a garment purchase without being able to feel the fit and these folks nailed it with the way they provided details in measurements. The fit is easy and accurate to their description. The delivery was remarkable speedy from Indonesia to California. Yokii's work/art speaks for itself and he should be pleased with the galleries support.",5.0 of 5 bubbles,"Written July 14, 2019"
106,Nyaman_Gallery,This is one of a kind art gallary located in the heart of seminayak. This has great collections from both local and international perspective,5.0 of 5 bubbles,"Written June 25, 2019"
107,Nyaman_Gallery,The curated artists in NYAMAN Gallery are just exceptional gift mindful persons.This Gallery is uniquely presenting beautiful master pieces. We have already bought 3 pieces for our houses. It’s a must to stop: we love Nyaman Gallery,5.0 of 5 bubbles,"Written March 13, 2019"
