location,content,rating,date,rating_num,dates
Nusa_Dua_Beach,You arrifve and are immeditely overwhelmed by the natural beauty/serinity; you can stay there all day take in the natural beauty of the location.,5.0 of 5 bubbles,"May 26, 2020",5,2020-05-26
Nusa_Dua_Beach,"Nusa Dua are the best beaches I saw on Bali. Nusa Dua is all about beach walking, sunbathing, swimming or water sports. Walking along this beach in the evening is very relaxing.",5.0 of 5 bubbles,"May 7, 2020",5,2020-05-07
Nusa_Dua_Beach,Move to the central area. Wave and tides clean away plastic scraps and alga. Much cleaner and easy swimming,4.0 of 5 bubbles,"April 21, 2020",4,2020-04-21
Nusa_Dua_Beach,"White sand beach with chairs and some restaurants and small shops for drinks & snacks. November to May not much wind, but can get windy on shore June to October",4.0 of 5 bubbles,"April 12, 2020",4,2020-04-12
Nusa_Dua_Beach,The beach in Nusa Dua is very nice and well suited for long walks. The only sad part is that we could still find plastic garbage in the water and on the sand but people there clean it frequently.Goes to show you that we all have to do our part to clean up the oceans everywhere around the world.....,5.0 of 5 bubbles,"April 1, 2020",5,2020-04-01
Nusa_Dua_Beach,"Spent many a day relaxing on this beautiful beach, wonderfully clean and well maintained. The crystal clear warm waters were a joy to experience.",5.0 of 5 bubbles,"March 23, 2020",5,2020-03-23
Nusa_Dua_Beach,Truly a remarkable and pristine area. Can thoroughly recommend the whole area. Such a pleasure to meander along the whole area.,4.0 of 5 bubbles,"March 21, 2020",4,2020-03-21
Nusa_Dua_Beach,"Plenty of shops, bars and restaurants at very reasonable prices. Open til late but easy to get lost the first time when you’re in a hurry to catch the hotel shuttle bus!!  A lot of the restaurants will take you back to your hotels free of charge once you’ve eaten there.",5.0 of 5 bubbles,"March 21, 2020",5,2020-03-21
Nusa_Dua_Beach,Beautiful clean beach. Water perfect for swimming - plenty bars and restraunts along the coast. ......... .. ..,5.0 of 5 bubbles,"March 17, 2020",5,2020-03-17
Nusa_Dua_Beach,"This was really an all adult family vacation, so the word couples doesn’t really accurately describe the type. Our time in Bali at Nusa Dua was filled with Warm and service oriented people. If they don’t enjoy their jobs, they sure act like they do! The warmth of the people and kindness is so unexpected. They even tell you when they think you’re tipping too much. We were happy to tip because they all go over and beyond in service...and it’s always with a warm friendly smile, conversation and a real sense of appreciation.",5.0 of 5 bubbles,"March 13, 2020",5,2020-03-13
Nusa_Dua_Beach,"An amazing beach for honeymooners. Silent, breazy and well equipped with good restaurants. There are restaurants serving multi cuisine food, variety of water sports and adventure activities, on the go massages.",4.0 of 5 bubbles,"March 11, 2020",4,2020-03-11
Nusa_Dua_Beach,"Nuda dua is as oasis within Bali standard, you feel organization cleaned tropical picture. Completely different from neighboring.  I love the atmosphere! True that is it not the Iger place for those who loves Wild beach and Hard reef! This is a classic carabean atmosphere Great place",5.0 of 5 bubbles,"March 11, 2020",5,2020-03-11
Nusa_Dua_Beach,"great beach hotel. the staff were very approachable and helpful mostly to my husband who is disable. the breakfast was good, the room was very good with comfortable bed.  We will be returning to this excellent hotel. thank you Nusa Dua Beach Hotel & Spa",5.0 of 5 bubbles,"March 11, 2020",5,2020-03-11
Nusa_Dua_Beach,"Beach area is cleaned daily of rubbish and seaweed washed up on shore. Very clean area, safety buoys for swimmers, small on shore waves, great for beach walks",5.0 of 5 bubbles,"March 7, 2020",5,2020-03-07
Nusa_Dua_Beach,Perfect beach- just as you want it to be.Cleaners that made sure it was clean in the mornings. Long runs was perfect and nice swimming.,5.0 of 5 bubbles,"March 7, 2020",5,2020-03-07
Nusa_Dua_Beach,"A beach that Give you everything, Lovely sand, small and Big Waves, surfing and of Course bars, för food and drink.",5.0 of 5 bubbles,"March 6, 2020",5,2020-03-06
Nusa_Dua_Beach,"I visit this place for few time, but before always full with tour bus tourist. Now feel so relax and good place for chill not crowded.. but i love this beach and so beautiful ♥️",5.0 of 5 bubbles,"March 1, 2020",5,2020-03-01
Nusa_Dua_Beach,"Beautiful water, sand and beach!!! Pristine crystal clear water, super clean white soft sand on the beach and great open space. Very exclusive and quiet - paradise on earth!!!",5.0 of 5 bubbles,"February 29, 2020",5,2020-02-29
Nusa_Dua_Beach,Nusa dua has been my favorite beach with jogging tracks around the peninsula area making it perfect for jogs.The wave it calm that you can swim safely with the kids making it perfect for family.,5.0 of 5 bubbles,"February 28, 2020",5,2020-02-28
Nusa_Dua_Beach,"Good,  lively , safe and overall clean beach with some sea weed. Close walking distance to the water blow , Chain of good hotels along the beach.",4.0 of 5 bubbles,"February 28, 2020",4,2020-02-28
Nusa_Dua_Beach,"Much much much cleaner and more peaceful than the beaches around Kuta, worth the trip for sure if you want to chill !",5.0 of 5 bubbles,"February 25, 2020",5,2020-02-25
Nusa_Dua_Beach,It’s a beauty even watching the water being far and then in few hours approaching . The trees on the sand also beautiful and the squirrels playing around .,5.0 of 5 bubbles,"February 25, 2020",5,2020-02-25
Nusa_Dua_Beach,"It’s a beach and who does not like walking a beach. It is endless with lots of activity along the way from massage places, bars and restaurants, both low and high end. People and scenery watching at its best.",5.0 of 5 bubbles,"February 19, 2020",5,2020-02-19
Nusa_Dua_Beach,Had the pleasure of spending 10 nights in this area and after 20 years it's still beautiful and peaceful,5.0 of 5 bubbles,"February 18, 2020",5,2020-02-18
Nusa_Dua_Beach,Lovely clean white sand. Beautiful to walk along. The kids loved swimming in the perfect temperature water. Beautiful sunsets. Really beautiful place to visit.,5.0 of 5 bubbles,"February 16, 2020",5,2020-02-16
Nusa_Dua_Beach,"I first reviewed Nusa Dua beach in 2018 and commented that in late November/December the water was absolutely full of rubbish and gave it only 3 stars because of that. I want to give credit where its due and say that 12 months later it was absolutely stunning and not a single bit of rubbish could be seen. The water was warm and crystal clear, the sand well kept and plenty of time has been spent making the place look great.WI was told by a few people that the rubbish situation is seasonal as particular currents and water flows bring the rubbish into the area but that its soon flushed out. Based on my two visits (so far) that seems to be the case.So its only fair that I mention that in September 2019 it was fantastic and postcard perfect. We all enjoyed going for walks from the Novotels 2.28 Beach Club up to the Waterblow. Lots of great little bars and places to eat you can just stop in by the way and plenty of squirrels everywhere for people to feed ;)Hope its the same this later this year when we return - easily one of the best beaches in Bali, much better than the tourist traps over in Kuta/Legian. The black sand beaches up in Tabanan and Tanah Lot  are only better because there's no-one on them :)",5.0 of 5 bubbles,"February 15, 2020",5,2020-02-15
Nusa_Dua_Beach,"Perfect service from all employees, especially Suwan, Leo, Deedit, Agus and Amar.  They have made the vacation a perfect experience with friendly nature and great conversation! The food is delicious at every restaurant even in the dining room (Dream of M Burger!).  The on-site dishes have lots of delicious dishes and very delicious afternoon tea.  Can be done with more salty foods at afternoon tea. The villa is perfect.  Maintain perfect with both cleaning services that occur at breakfast or dinner.  The pool is fantastic and the jacuzzi is fantastic.  The shower was at a great pressure and of course the automatic restroom was a nice touch.  Excellent use of all the spaces through the villas.  Extremely comfortable beds and pillows.",4.0 of 5 bubbles,"February 13, 2020",4,2020-02-13
Nusa_Dua_Beach,"Beautiful beach spoilt by banks of dried seaweed scattered all over the beach and floating in the sea which was not pleasant to walk on or swim with. Sunbeds can be a bit of a problem - unless you are staying at one of the beach resorts you must pay extortionate fees for their use even if using their bar, or be chased off by the sunbed mafia!",3.0 of 5 bubbles,"February 11, 2020",3,2020-02-11
Nusa_Dua_Beach,Very nice place! Very comfortable apartament! Well organized! Vety clean hotel! The beach is 15 minute by walk 5 minute by shuttle bus! The beach you can relax not so busy!,5.0 of 5 bubbles,"February 11, 2020",5,2020-02-11
Nusa_Dua_Beach,"Needs much more TLC for it to be one of the worlds most memorable beaches, way behind the very best ones, sorry to say.",3.0 of 5 bubbles,"February 10, 2020",3,2020-02-10
Nusa_Dua_Beach,Walked every day along the beach walk. The beach was always clean.Great beach and walk fir families.,5.0 of 5 bubbles,"February 10, 2020",5,2020-02-10
Nusa_Dua_Beach,Clean and decent stretch of beach. Well maintained public beach with access to gardens alongside the beach. Certain resorts have their own sections with sun loungers but essentially this is a public beach. Not the best beach but not horribly touristy either,4.0 of 5 bubbles,"February 8, 2020",4,2020-02-08
Nusa_Dua_Beach,"Nice beach for families with less hawkers than Kuta and without the pollution/rubbish. Note, the beach mainly serves the resorts situated there, however they are open to all.",4.0 of 5 bubbles,"February 5, 2020",4,2020-02-05
Nusa_Dua_Beach,Its a nice clean beach to be in and the crowd is decent and from the better parts of the world. Enjoyed the stroll by the sands and water,4.0 of 5 bubbles,"February 4, 2020",4,2020-02-04
Nusa_Dua_Beach,"This was paradise on steroids, we had the most beautiful week in Nusa Dua and was way beyond our expectations",5.0 of 5 bubbles,"February 2, 2020",5,2020-02-02
Nusa_Dua_Beach,A relaxing beach without too many people trying to sell you things. Very relaxing. Most hotels have a private area which is tended to by staff. There is a public day bed area available.,4.0 of 5 bubbles,"February 2, 2020",4,2020-02-02
Nusa_Dua_Beach,Unless you stay at the resorts/ hotels you’re unable to enjoy the beaches.  The public beach was packed at low tide and it was dirty with garbage in the sand and water.  The resorts maintain the beaches,3.0 of 5 bubbles,"January 31, 2020",3,2020-01-31
Nusa_Dua_Beach,"Gorgeous beach, spots to sit & food & drinks available! Easy to get there from resorts. It can get quite hot down there!!",5.0 of 5 bubbles,"January 30, 2020",5,2020-01-30
Nusa_Dua_Beach,"I am Yoga Efendi, a guide and a traveler from Yogyakarta - Indonesia. Nusa Dua Area is so big area and located in 3 places of shores (depends on where you stay). The best area is the shore near The Club Med, Grand Hyatt Hotel, Ayodya Resort, and so on. Nusa Dua is a paradise for pedestrian. You wanna know my walking route? Start walking from Pura Nusa Dharma - The Club Med - Garden of Hope in Peninsula Island - Waterblow - Grand Hyatt Hotel Area - Inaya Resort's area - Lunch at Amarterra Villas (Terra Terrace) - Shopping in Bali Collection. You gonna get amazing photos and experiences.",5.0 of 5 bubbles,"January 30, 2020",5,2020-01-30
Nusa_Dua_Beach,It was nice to place to relax beach! It was great to be for swiming. It was very clean and quite water to dove in! Will recommend it,5.0 of 5 bubbles,"January 29, 2020",5,2020-01-29
Museum_PASIFIKA,"I only know Indonesia Famous Painters from books when I was at school. By visiting this museum, finally and luckily I can view many great paint from famous painter like basuki abdullah, raden saleh, affandi and many beautiful art that make your life so wonderful.",5.0 of 5 bubbles,"November 16, 2021",5,2021-11-16
Museum_PASIFIKA,"The admission price was worth what we got about the best experience. Stunning architecture, can’t-miss collections, or amazing guided tours are just a few things that can make a museum stand out. Sometimes it can be just one extraordinary piece (or the perfect background for a selfie) that makes the entire trip worthwhile.",5.0 of 5 bubbles,"October 1, 2021",5,2021-10-01
Museum_PASIFIKA,"5.the atmosphere is very cool, has many types of paintings and sculptures and is warmly welcomed The place is nice and beautiful",5.0 of 5 bubbles,"September 6, 2021",5,2021-09-06
Museum_PASIFIKA,"Learning how to enjoy art and here is the best place to start. Love the collection, the settings and staff also friendly. Vibes of modern building with various of beautiful art and culture blend well here. Simply feel like home✨",5.0 of 5 bubbles,"August 29, 2021",5,2021-08-29
Museum_PASIFIKA,"This is my first time to visit  pasifika museum, it was interesting place, the painting and statue are artistic and has own story especially about Balinese history. Very recommended!!",5.0 of 5 bubbles,"August 29, 2021",5,2021-08-29
Museum_PASIFIKA,"It's been a long time since my last visit to museum, and this museum has a lot of history from around the globe. Especially on the paintings area",5.0 of 5 bubbles,"August 27, 2021",5,2021-08-27
Museum_PASIFIKA,"Great visit !The staff were so friendly and full of explanation. The place itself is orderly divided into several rooms, look neat and clean.I personally love how they show us some paintings of Bali and Indonesia from some points of view. I highly recommend to visit this museum ❤️",5.0 of 5 bubbles,"May 19, 2021",5,2021-05-19
Museum_PASIFIKA,All the paintings also the statues are very artistic and historical! Will be back again for sure! Very recommended!,4.0 of 5 bubbles,"March 18, 2021",4,2021-03-18
Museum_PASIFIKA,Pasifika Museum is an art museum in Bali Indonesia.  which presents Asian and Pacific and various cultures,5.0 of 5 bubbles,"March 18, 2021",5,2021-03-18
Museum_PASIFIKA,This place is so wonderfull and i enjoy when i visited the place because the place very clean and very recomended for destination,5.0 of 5 bubbles,"January 14, 2021",5,2021-01-14
Museum_PASIFIKA,"The painting is very good, the place is clean, the employees are very friendly, recommended vacation spots in BALI",5.0 of 5 bubbles,"November 15, 2020",5,2020-11-15
Museum_PASIFIKA,There's a lot of painting from many painters around the world. The variety off paintings and arts are really nice.,4.0 of 5 bubbles,"October 24, 2020",4,2020-10-24
Museum_PASIFIKA,"We visit the museum few times and still amaze with their painting collections. Like never enough time to learn and admire the work maestros done at that time.I even change the direction, start it from the last room and finished it on the first room-same feeling every time. Must visit place in Nusa Dua!",5.0 of 5 bubbles,"October 23, 2020",5,2020-10-23
Museum_PASIFIKA,what a great moment in the museum. everything is just beautiful. i hope i can go back there as soon as possible,5.0 of 5 bubbles,"October 4, 2020",5,2020-10-04
Museum_PASIFIKA,A nice multicultural museum with paintings from all over the continents which is very interesting and I really enjoyed it.,5.0 of 5 bubbles,"August 10, 2020",5,2020-08-10
Museum_PASIFIKA,"Pasifika Museum gave me a new experience, I learn about traditional and modern painting. The uniqueness and difference painting and coloring techniques in Bali, Asia and Pacific. It's really amazed!",4.0 of 5 bubbles,"February 12, 2020",4,2020-02-12
Museum_PASIFIKA,"I am in no way shape or form an art critic and I usually find most art museums and galleries very pretentious however I found the museum Pacifika interesting and very unpretentious! The only problem was the museum was very hot and stuffy, with the cieling fans offering little or no comfort",4.0 of 5 bubbles,"February 11, 2020",4,2020-02-11
Museum_PASIFIKA,"Excellent collection showcasing both local and foreign artists depicting the scenes of Bali. I came specifically to look at the Affandi paintings and was pleasantly surprised to see them displayed alongside his contemporaries (of Indonesia), which made it easier for study.",5.0 of 5 bubbles,"January 31, 2020",5,2020-01-31
Museum_PASIFIKA,"We came here because some nice review from our friend, and its amazing. very beautiful art and painting. we just walk to get in here. very close with our hotel too.",5.0 of 5 bubbles,"January 17, 2020",5,2020-01-17
Geger_Beach_Nusa_Dua_Bali,"Geger beach is secluded place, located in Nusa Dua area. I could say this is a hidden gem spot, usually known for nusa dua beach instead of Geger beach.If you have visited The Mulia Resort or St. Regis Bali, then you have been to Geger beach. My feedback, geger beach is clean beach due to its location with luxury hotels and it gets cleaned up everyday. You will find many chairs for sunbathing and watersports equipment rental such as scuba diving gear, Katamaran boat, snorkeling gears and surfboards.Fewer visitors are around on the southern coast of Geger Beach, and there is sundeck with umbrellas on the beach shoreline. Sundeck and umbrella, provided by the resort, for guests who stay in the resort. Hotel guests usually order drinks at the resort bar located on the beach area. Also, near the Bar area, there is a swimming pool for resort guests. Over all, Geger beach is a good white sand beach to visit and to enjoy the beach. Enjoy!",4.0 of 5 bubbles,"July 15, 2021",4,2021-07-15
Geger_Beach_Nusa_Dua_Bali,Plenty of sunbeds + umbrellas. We payed 100k per pair. Food and massage service available. Local lunch 50k IDR/ person (approx) incl. fried rice and a cold Bintang :),5.0 of 5 bubbles,"November 7, 2020",5,2020-11-07
Geger_Beach_Nusa_Dua_Bali,The perfect time to go to Geger beach is for sunrise. It is so peaceful and mesmerizing sunrise!Remember to check the tides information before you go there :),5.0 of 5 bubbles,"September 20, 2020",5,2020-09-20
Geger_Beach_Nusa_Dua_Bali,"This place is not well known yet. It makes it special because it has less visitors. Most of them was local people. Just need to pay IDR 5000 for the parking lot. If you don't really like beach, this place it's worth to visit.",4.0 of 5 bubbles,"February 28, 2020",4,2020-02-28
Geger_Beach_Nusa_Dua_Bali,Pisma is a first class food handler and a great conversationalist if you want to chat . Maguro is usually pretty busy But if you get there early sometimes there is time to chat I really enjoyed her. JONO HODI is also a great guy And goes out of his way to make your dining experience perfect. As a matter of fact we all became friends now on Facebook and we do talk time to time.,5.0 of 5 bubbles,"January 8, 2020",5,2020-01-08
Geger_Beach_Nusa_Dua_Bali,Nice view but uncomfortable too swim because of seaweed and rocks all over the tip of the beach. For laying down on top of the sand its a bit disgusting because lots of dogs roaming around eventhough with the owner. Renting a sunbed is recommended for a cozy afternoon sunbathing. Get a day pass from Mulia Hotel is also another luxury options.,4.0 of 5 bubbles,"January 7, 2020",4,2020-01-07
Geger_Beach_Nusa_Dua_Bali,My other options of the beach when i am in nusa dua. Beautiful and clean beach with few choices of restaurants. Our favorite thing is laying on to tan with drinking coconut. You can see also some fishers around. Recommend place if you are around nusa dua.,5.0 of 5 bubbles,"January 6, 2020",5,2020-01-06
Geger_Beach_Nusa_Dua_Bali,"The beach is very nice, sandy, very long for a nice walk and not too crowded even it was during the new year holiday. The sea is nice even if in the water there are many algae’s from the sea. But it is the right place for a relaxing day on the beach in Nusa Dua area outside our resort",3.0 of 5 bubbles,"January 3, 2020",3,2020-01-03
Bali_Collection,Bali Collection was a beautiful and small shopping center located near our resort in the Nusa Dua area. There were many cafes and restaurants here. It was a good place to buy Indonesian souvenirs. this place is small but brilliant 😜😍,4.0 of 5 bubbles,"September 18, 2021",4,2021-09-18
Bali_Collection,Lots of shops but opens at 12 noon(maybe because of covid regulations) and very quiet in october....,4.0 of 5 bubbles,"November 1, 2020",4,2020-11-01
Bali_Collection,"The Bali Collection was s great bonus to staying at the Melia.It was a max 10 minute walk from our hotel room. It had everything you could need.  A great variety of restaurants, gift shops, massage and mani /medi shops. We had a few massages whole here and they were amazing. Grocery stores as well as clothing boutiques which had some nice garments. Something for everyone.",5.0 of 5 bubbles,"September 29, 2020",5,2020-09-29
Bali_Collection,Great shopping area and is a lot cleaner than the shops in the street. Nice restaurants and cafes and well worth a visit if you are in Nusa Dua.,5.0 of 5 bubbles,"April 9, 2020",5,2020-04-09
Bali_Collection,Very quiet but that has to be expected due to Coronavirus... I will say the one of the best stores is The Corner Store but if you are over a size 14 there is Absolutely no shopping for you at Bali Collection,3.0 of 5 bubbles,"March 17, 2020",3,2020-03-17
Bali_Collection,"Shops not as diverse and expensive. Supermarket was twice more expensive than any other place i went to.To top it off, shuttle bus didnt come according to the schedule on the website and taxi mafia who didnt allow Grab or Gojek wanted to charge twice the amount",2.0 of 5 bubbles,"March 14, 2020",2,2020-03-14
Bali_Collection,"Always visit when in Bali. Good to stock up on supplies to take back to your hotel.Some great trinkets, jewelry and clothes.Not as cheap as the markets but worth the extra to shop in comfort.",5.0 of 5 bubbles,"March 12, 2020",5,2020-03-12
Bali_Collection,Nice place ...good atmosphere..many retail and nice restaurant.Reasonable price.Free shuttle bus from hotel.,5.0 of 5 bubbles,"March 11, 2020",5,2020-03-11
Bali_Collection,"This is an open air plaza style shopping forum, with only the actual shops having A/C and being protected from the elements. ALL ITEMS SOLD ARE VIA FIXED PRICES. You can buy all the standard Bali tourist souvenirs available anywhere between Kuta to Ubud.....All be it, at slightly inflated and fixed prices.  This is not the place to buy ‘copy’/‘fake’ brand name items.  It is also NOT a factory outlet centre with the associated discounts. Everything sold here is the genuine article and current seasonal styles. The prices are the same as any retail store in Australia, e.g. Billabong board shorts @$80-$90AUD. There are definitely sales to be had.  However, once again the sale prices are the same discount/price as in Australia. Visit Bali Collection if you are ‘over’ your resort (first world problem) or you need some decent clothes to wear whilst in Bali.",3.0 of 5 bubbles,"March 10, 2020",3,2020-03-10
Bali_Collection,"So yes u can find everything u need here. Since staying in Nusa Dua means its far away from everything and since your resort provides shuttle svc here, y not. Otherwise, save ur wants to other parts in baLi cos its pricey here. Everything here are more expensive than the other areas in baLi This place is huge, explore since ure there otherwise .. i recommend Bebek tepi sawah for food. The servings are huge!",3.0 of 5 bubbles,"March 6, 2020",3,2020-03-06
Bali_Collection,"Over priced shopping centre, i thought it was outlet shopping but defiantly not. Also a very unreliable hotel transfer bus. Go to the beach instead.",1.0 of 5 bubbles,"March 6, 2020",1,2020-03-06
Bali_Collection,"Almost everything you bred, or not! Plenty of restaurants and shops of all kinds.Some with Entertainment.",5.0 of 5 bubbles,"March 6, 2020",5,2020-03-06
Bali_Collection,I enjoyed going here in between getting massages and sitting on the beach. The spas were not very good though very expensive compared to the local spas outside of the main Nusa Dua gate and their quality was not good.,4.0 of 5 bubbles,"March 5, 2020",4,2020-03-05
Bali_Collection,Worth a visit if you are in surrounding areas. Has a great array of restaurants and supermarkets as well,4.0 of 5 bubbles,"March 3, 2020",4,2020-03-03
Bali_Collection,"do not go to bali collection!!its a rip offthe restaurants like prada , tropical etc pull you in , if you dare to go back , you will get lesser food , lesser service, please don t complain.... as they don t care ...",1.0 of 5 bubbles,"March 2, 2020",1,2020-03-02
Bali_Collection,I went to shopping in bali collection for few times. They have full service and good staff and nice brand 👍🏻,5.0 of 5 bubbles,"March 1, 2020",5,2020-03-01
Bali_Collection,Awesome time at Bali Collection! Large variety of shops carrying everything from candles to clothes to eatables! Visited twice during our 7 day visit as we found the gift shops there were well worth the trip !,5.0 of 5 bubbles,"March 1, 2020",5,2020-03-01
Bali_Collection,"Great variety of stores. Not all trinket shops, extensive clothing, beach wear and souvenirs. Short walk from Club Med on a cement or tiled pathway along the beach foreshore. Open till 10pm which was ideal. Lots of restaurants, had a great meal , drinks and coffee at Bemo’s. Friendly staff and very reasonable prices. Fantasy coffee.",5.0 of 5 bubbles,"February 29, 2020",5,2020-02-29
Bali_Collection,"Why one would want to visit the mall whilst in Bali as opposed to the local shopping astounds me . They provide free pick up from surrounding hotels assume this is the only way to get the crowd in. it is fine if you like mall shopping, we visited on the way the the Bali Theater to watch Devdan",2.0 of 5 bubbles,"February 28, 2020",2,2020-02-28
Bali_Collection,The complex mainly conveys restaurants and art markets. There are a pharmacy and a convenience store but they have limited items.The complex looks old and quiet.,3.0 of 5 bubbles,"February 27, 2020",3,2020-02-27
Bali_Collection,"Nice choice of shops, friendly people there Nice restaurants and some live music is greatYou will spend a nice time there",4.0 of 5 bubbles,"February 27, 2020",4,2020-02-27
Bali_Collection,"Free shuttle was provided by Bali Collection, we took the pickup from our hotel Sofitel with 1 hour interval in the afternoon.  Shopped at Polo, mostly are those made locally.  We then took a taxi that costed USD 5 to Amarterra Villas for dinner, only to realize the hotel was just next door, within walking distance.  I did enquire a lady and a gentlemen working there at the Reception but both never mentioned the walking distance, so it was very disappointed that the staff there were not helpful.  Even the taxi driver took advantage and drove so slowly.  Next time, better do our own research before going there.",4.0 of 5 bubbles,"February 22, 2020",4,2020-02-22
Bali_Collection,"Just literally across the road from our hotel, Grand Hyatt. Plenty of restaurants to choose from catering for all tastes and budgets. Not undercover, so be prepared to get extremely wet when it rains, which it does often. Range of shops from gift shops to the likes of Polo, Quiksilver, Billabong, supermarket, pharmacy, optician and a Baskin Robbins ice cream shop.Polo shop have up to 70% off, so you can grab a bargain here.Recommend visiting. You could probably spend up to a couple of hours here.Comes alive at night.",5.0 of 5 bubbles,"February 22, 2020",5,2020-02-22
Bali_Collection,Easy place to do some basic shopping while breaking from beach. Lot of local stuff and sports goods. Did not try yet food corners but there's a lot of them with many tastes.,4.0 of 5 bubbles,"February 20, 2020",4,2020-02-20
Bali_Collection,Cool area with many different shops and restaurant. Much bigger area then we first thought. We spent hours here. Worth a visit!,4.0 of 5 bubbles,"February 19, 2020",4,2020-02-19
Bali_Collection,"Bali collection is in the Nusa Dua area, it’s a open area shopping complex with a lot of restaurants. Some restaurants offer pick up and drop off services to hotels in the Nusa Dua area. There’s an art market with competitive prices, best to check a few of the local shops that offer the same items to compare the prices. There are several spas offering massages and reflexology too. The only unpleasant experience is taxi vendors consistently pushing people to use their taxis at inflated prices upon exiting the complex through the west gate.",4.0 of 5 bubbles,"February 19, 2020",4,2020-02-19
Bali_Collection,Good spot for mainstream and boutique shopping. You can enjoy a tasty lunch or some pampering to break up the day.,5.0 of 5 bubbles,"February 17, 2020",5,2020-02-17
Bali_Collection,"We were staying across from the Bali collection at the grand Hyatt. Visited here most days. Had everything we needed. Great Resteraunts, massages, hair braiding, supermarket, chemist and market style shopping for any of the Bali souvenirs. Some things were pricey, but I really didn’t mind. The convenience was great, super clean, highly recommended!",5.0 of 5 bubbles,"February 16, 2020",5,2020-02-16
Bali_Collection,Perfect service .the staff have made the vacation a perfecexperience with friendly nature and great conversation! The food is delicious at every restaurant even in the dining room .  The on-site dishes have lots of delicous dishes and very delicious afternoon tea.  Can be done with more salty foods at afternoon tea. The villa is perfect.  Maintain perfect with both cleaning services that occur at breakfast or dinner.  The pool is fantastic and the jacuzzi is fantastic.  The shower was at a great pressure and of course the automatic restroom was a nice touch.  Excellent use of all the spaces through the villas.  Extremely comfortable beds and pillows.,3.0 of 5 bubbles,"February 13, 2020",3,2020-02-13
Bali_Collection,Enjoying the afternoon at Bali Collection also shopping at some place. They have SOGO inside the place.Price a bit higher than other location or market.,5.0 of 5 bubbles,"February 12, 2020",5,2020-02-12
Bali_Collection,"Bali Collection is a good little collection of shops, bars and restaurants in anotherwise pretty sterile area of Bali. Apart fron the beach resorts Nusa dua has little to offer tourists so Bali collection is a great addition to the area. Great selection of restaurants and good little boutique stores as well as major luxury brands. There is also a small department store. Well wort a visit!",4.0 of 5 bubbles,"February 11, 2020",4,2020-02-11
Bali_Collection,"We regularly visited the Bali Collection during our stay at The Novotel. It has some really nice restaurants where we dined on several occasions. There are some really large souvenir shops with a good range of local arts and crafts.  We were there at a quiet time and so there was a fare amount of pressure to come and try different restaurants. You can try the sucking fish massage , but I found it too ticklish to sustain,!!",4.0 of 5 bubbles,"February 10, 2020",4,2020-02-10
Bali_Collection,A good collection of shops and restaurants. A good place to come if you aren’t keen on the bartering style of Bali shopping in the markets.,4.0 of 5 bubbles,"February 9, 2020",4,2020-02-09
