place,location,content,rating_num,dates
kuta,Waterbom_Bali,Excellent experience at waterbom. I loved the lazy River and my kids enjoyed the slides. Recommend for family's,4,2020-03-14
kuta,Waterbom_Bali,"Awesome water park with so much varietyof slides and pools, food was excellent and price was really good.",5,2020-03-14
kuta,Waterbom_Bali,"My partner and I had the BEST time at Waterbom yesterday. The entire park is immaculately clean, hygienic and organized to a tee! The food was so great and well priced - I really appreciate how environmentally friendly it was too - the food served on banana leaves (including the little dipping sauces). The smoothie I had was the best I’ve ever had anywhere! The slides were so much fun. And safe!! The staff were all so attentive and friendly and professional. Amazing. The showers and toilets were so clean and nothing like other public pools I’ve been to anywhere in the world. The lazy river was so awesome and relaxing. I don’t have kids but I could see so many great rides and pools for the kids to enjoy! I could not speak more highly of the experience we had. People should not complain about the entrance fee and costs of food and drink etc. (my amazing hot dog chips and onion rings was 85k - it’s cheap!!) We pay a LOT more in Australia for our water theme parks and this one is just as if not more deserving to warrant the entrance fee it charges. It’s a bargain in my opinion!! Especially if you pay online before you go. We are so lucky as tourists to have the Balinese people provide us with places like this one. They truly are beautiful, hospitable people. Thank you very much. Ps - it would be nice if people would refrain from smoking cigarettes whilst there - seeing as there are kids around. They wouldn’t get away with it in Australia so it sucks that they think it’s ok to do it here. There definitely are certain groups of Australians that give us a bad name in Bali. I’ll leave it there ...",5,2020-03-13
kuta,Waterbom_Bali,"A must do if you are visiting Bali, great fun , and value for money, very clean and beautiful surroundings",5,2020-03-13
kuta,Waterbom_Bali,"There weren’t many slides that my 4yo could do with an adult, she did enjoy the kiddie slides though and was able to go on one big slide, the one with the big yellow tube thing. We all enjoyed the lazy river. The kids water playground was great",4,2020-03-13
kuta,Waterbom_Bali,"Booked online 6 weeks ago in Australia to visit Waterbom Park in Bali, we use to take the Kids there many years ago.... well my wife and I who recently celebrated of 36 year of marriage decide we would go there and hire a cabana for a measly $30 + entrance fee. What a day doing the slides, casual floating on a tide around the park, having lunch brought to you with a Bintang. The staff are great and very helpful, would recommend to everyone, it gets better every time you go there.",5,2020-03-12
kuta,Waterbom_Bali,Overall a great day out. Drinks are expensive for tourists (even for an amusement park) so don't plan on a boozy water park fun time.Rides are good fun and lines move steadily.Not much for extreme thrills but enough to keep it interesting and convince the less adventurous to have a go.,5,2020-03-12
kuta,Waterbom_Bali,"Was cool trip to water boom. But, it was too expensive for the entrance ticket especially for local! If water boom can give friendly price for the entrance I think will be even more people visit  especially local.",3,2020-03-11
kuta,Satria_Gatotkaca_Statue,"I love the view of satria gatotkaca in the night, so beautiful they have water splash and beautiful colours  lights in the night changing every second",5,2020-10-03
kuta,Satria_Gatotkaca_Statue,"This is a magnificent statue just after leaving the airport and at the start of the road onto Tuban and Kuta area , it is quite stunning with the carved worriers and horses.  A must see and at night time the lighting is something else...",4,2020-05-28
kuta,Satria_Gatotkaca_Statue,"Please do not miss this statue a wonderful work of art in the middle of the city ,you will pass it on your way to the airport.",5,2020-03-22
kuta,Satria_Gatotkaca_Statue,Wow just beautiful and the detail is magnificent.  Shame we dont have stuff like this in Australia.  Loved this a must see,5,2020-03-20
kuta,Satria_Gatotkaca_Statue,You will see this statue a lot in Kuta.  It’s been here for years and I always look forward to seeing it.,5,2020-02-29
kuta,Satria_Gatotkaca_Statue,Absolutely beautiful statue.  Makes for a lovely photo if you can get your driver to pull over and let you out to take the pic.  Bali has this and many more spectacular statues around the city.,4,2020-01-21
kuta,Pandawa_Beach,"This beach is less crowded and cleaner from kuta beach, there is many good restaurant  near the area too.",5,2021-08-30
kuta,Pandawa_Beach,"Good beach but quite empty, not much option for food and beach club to stay at. But still very enjoyable white sands clear blue water.",4,2021-08-17
kuta,Pandawa_Beach,First visit when all were still natural and only view people selling french fries and coconut back in 2014. But then everything so commercialized and turned this beautiful beach in to market. So sad!!!!!!,1,2021-06-30
kuta,Pandawa_Beach,"One of beautiful white sand beach at indonesia. The ambience is still quiet, serene and clean. Must visit place with friends or family",5,2021-02-10
kuta,Pandawa_Beach,"Pandawa beach is one of my favorite renowned white sand beaches in southern bali.The local community is more familiar with the name Kutuh beach. You need to pay an entrance fee. You will pass a road flanked by steep rocky cliffs. You could see a status of Panca Pandawa taken from the Mahabrata story. Therefore the beach is called Pandawa Beach Bali.From the top fo the cliff, you will see an amazing the Indian ocean view. Pandawa beach is very famous as one of the secret beaches in bali among foreign visitors around year 2000 and it was considered Bali's secret coast. Since the year 2012, I could say Pandawa beach is wide open to more public and no longer one of blai hidden beaches, but still it is a lovely beach with an amazing ocean view.Over all, Pandawa beach offers a tremendous ocean view. Enjoy!",4,2021-01-29
kuta,Pandawa_Beach,"Nice Clean Beach (could be cleaner), quite far from Kuta but worth the travel. not so many attraction nearby though.",4,2021-01-12
kuta,Pandawa_Beach,"Had a wonderful day. Thanks to our wonderful guide. Pandawa beach is an amazing place to spend a lazy afternoon. Golden sand, clean blue ocean and fresh coconut water from cafe on the beach was so cheap (we payed 25k rupiah).",5,2020-10-30
kuta,Pandawa_Beach,I highly recommend you to take your own transport if you dont want to spend a lot at local drivers since its not easy to get a cab or more like impossible!Lovely place with a lot of amenities and instagramable spots!enjoy your day over there!,5,2020-09-13
kuta,Pandawa_Beach,"We came here by scooter from Nusa Dua. It was a ""long trip"" from our hotel but it is nice also to see how people live out the hotel and tourism zone. When you arrive at Pandawa Beach you need to pay access and it it 15.000 Rp each person its 0.80 cents Euro.. When you arrive down at the beach you have many beach clubs. We went to the Roosterfish that I really recommend for his good food and good service.The sea is here beautiful and the view is also amazing.",4,2020-03-21
kuta,Pandawa_Beach,Its a good beach with proper access. The beach is quite clean and has a line of restaurants and shops along the beach. There are umbrellas and seats on the beach which can be rented for ~50k.The viewpoint from the top is very good. Its not secluded and decently crowded.,4,2020-03-21
kuta,Pandawa_Beach,"This is a nice beach to relax south on nusa dua. Can spend the day there and enjoy doing nothing, swimming and tanning..",4,2020-03-06
kuta,Pandawa_Beach,"I visited this place twice, 1st time was in 2017, my 2nd time was just recently in Feb 2020. Back in 2017,  i was told that this beach is just open to public 1 year ago (2016). It was breathtaking, the colours of the ocean were spectacular. In 2020 I decided to come back again, it was already crowded (despite of the reduced numbers of visitors due to Coronavirus) and more tourist facilities are erected. I was just a bit disappointed of how the waters are not as clear as before (not sure is it because of the season or mass-tourism effect). But I enjoyed the water activity here i.e kayaking. This beach is also wayyy better than Nusa Dua.",4,2020-03-02
kuta,Pandawa_Beach,"This beach is on of the to attractions for people visiting bali. We spent atleast 2 hours here. Its a huge beach, dont forget to carry extra clothes if you plan to take a dip into the waters.",5,2020-03-01
kuta,Pandawa_Beach,"Wow. This has changed beyond compare to our last visit. BUT we really enjoyed our morning there. Heaving with people, but the statues should be looked at, and a long walk around. It really is a must do place",5,2020-02-27
kuta,Pandawa_Beach,"It's so wonderful . Beautiful rock cliff, beach, and view. It was the first time for me to see the white sands here I hope I can come there again oneday.",5,2020-02-25
kuta,Pandawa_Beach,"Colors of beach are really awesome.. but entry and exit is not easy to sea.. Suddenly sea is so deep.. and wawe so strong.. you couldn’t control your foot.. but sand, sea and panorama are so beautiful .. there are warungs around to eat and drink.. shower at the beach is free.. I advice..",4,2020-02-24
kuta,Pandawa_Beach,Best beach in south Bali. So lively and beautiful.Spend at least one beautiful evening here and you won't regret!,5,2020-02-23
kuta,Pandawa_Beach,We visited here nice and easy to get to nice beach some good places to eat on the beach we enjoyed sea ok to swim in,4,2020-02-21
kuta,Pandawa_Beach,One of clean beach i’ve ever visited.It was quite far from the downtown and you have to rent the chair only for see the waves.,4,2020-02-17
kuta,Pandawa_Beach,I went with my husband and we had a good time. The surf was great too. Too bad it was a bit far from where we stayed.,4,2020-02-13
kuta,Pandawa_Beach,Entrance 15.000rup.per person.Many sunbeds and umbrella to the beach for to rent (about 50.000rup).Good beach for swimming and serfing.,3,2020-02-13
kuta,Pandawa_Beach,What a beach it is guys. Must visit place. atmosphere is very good. Clean water and white sand beach location is very good. You find Mahabharata pandav’s temple also on beach.Thanks for reading.,5,2020-01-30
kuta,Pandawa_Beach,"Let the sun kiss you and enjoy the virgin beach. About one hour from Kuta area, but for another information bring your own vehicle or scooter because online taxi can't entry this area",4,2020-01-20
kuta,Pandawa_Beach,"I do not know what good this beach is. A lot of tourists, big enough waves, would not recommend tourists with children. Once you can come, put a mark and take a couple of photos. I would recommend smaller beaches nearby.",3,2020-01-18
kuta,Pandawa_Beach,This is Trap!!! It is not a beach but office!! Why are you guys make a fake information??? This is so biased! Such a waste of time!,1,2020-01-15
kuta,Pandawa_Beach,"This beach is located at the base of a former massive limestone quarry which you have to pay to get into RP65,000 (two adults and parking). The beach is nice enough and if you wander past the many warungs it even gets quiet. Overall it is now an inflated tourist trap including a Hollywood style sign in the hills. But for us, as geologists, it was quite a cool setting.",3,2020-01-12
kuta,Pandawa_Beach,"Me and my friend visited pandawa beach,the beach is very clean with a bottle of beer staring at the sunset,the local people are very helpful with adequate admission prices.",5,2020-01-10
kuta,Pandawa_Beach,"I read reviews of this beach and the words used to describe it was “pristine”, “gem of a place” etc. you get the picture. Hence we were excited to go visit this beach. Lo and behold the absolute disappointment the moment we hit the shores (had to walk past the rows of establishments sprung up to capture the tourist dollar). Beach was dirty, overcrowded and had a lack of public amenities (I don’t count those toilets set up by commercial establishments and which are also dirty as public amenities). The water was also not clear so I’m really unsure how adjectives such as pristine could be used to describe it.",1,2020-01-10
kuta,Pandawa_Beach,"The food are all small stalls and looked a bit unkempt. But I appreciate the similar looks and price, like all the stalls offering almost the same stuffs with the exactly same price, for example french fries, 25,000 ids (1,5 usd approx) etc. No place to have decent showers, only places that looked a bit dirty so I washed my children feet and hands at the free shower poles. Also no place to hide under the suns, no coconut trees, if want to hide from the sun have to buy drinks at the food stall. The sand is clean. My children liked to play there at 12-13 at noon. Very hot but very happy... for them playing sand",4,2020-01-03
kuta,Beachwalk_Shopping_Center,"In my opinion, Beach Walk is the best shopping center in Bali. It has a very beautiful architecture. This shopping center is located right in front of the sea and near kuta. In addition to the shops on the top floor, there are many cinemas that you can enjoy watching movies and animations and ... and eating popcorn !!",5,2021-09-18
kuta,Beachwalk_Shopping_Center,This place is so modern busy & beautiful has amazing food facilities & was impressed by decor and atmosphere. The food hall is amazing there’s always something fun going on. When we went there was singers performers & a fashion show. It’s bursting with fun,5,2020-12-30
kuta,Beachwalk_Shopping_Center,"Actually the mall is big and good, but during this pandemic, it's too crowded.They don't limit the people who enter the mall.So I don't feel comfortable.",3,2020-12-24
kuta,Beachwalk_Shopping_Center,Great design and easily to reach several shops in here compare to the other big malls. Enjoy several tenants in front of the mall on sunset with pizza or coffee!,5,2020-12-20
kuta,Beachwalk_Shopping_Center,"My favourite place for shopping in Bali! Fashion,make up,body care and actually food you can find there. The best spot i think is the rooftop. You can see the sunset of pantai kuta over here",5,2020-12-03
kuta,Beachwalk_Shopping_Center,"We stayed in Bali for 10 months and this mall in my opinion, has the best variety of stores in Bali. Bali is limited for high street style stores that were were used to in the UK. But Beachwalk has Zara, H&M, Pull & Bear, Berskha, Victoria Secret, Body Shop, plus sport shops, jewellery shops etc. It’s also surrounded by local shops, restaurants and the beach is right opposite. There’s parking surrounding the mall and you can get a taxi or GoJek easily.",4,2020-10-29
kuta,Beachwalk_Shopping_Center,The mall ia very big and also very bright. Across is the beach. Lots of restaurant and very clean and modern,5,2020-07-01
kuta,Beachwalk_Shopping_Center,It's a big shopping mall located near Kuta beach just next to Sheraton Resort. It has a wide variety of brands and a nice food court.,4,2020-05-29
kuta,Beachwalk_Shopping_Center,"If you are driving there be prepared it takes long time to reach the shopping mall as there are lots of traffic on surrounding Kuta area. When you enter the car park make sure you take the ticket otherwise you end up paying for all day. I did not get a ticket when the barrier opened. A very nice modern mall, they got cinema, food selections, branded shops. Easy access to Kuta beach to enjoy sunset. The shopping centre close very early.",5,2020-05-11
kuta,Beachwalk_Shopping_Center,"Beachwalk Shopping Center offers retail stores (many of which are American and have similar pricing to that in America), restaurants and cafes.  Popular among teens and families.  Not what I seek out when traveling abroad but it is clean and certainly a nice shopping mall.",4,2020-04-30
kuta,Beachwalk_Shopping_Center,"It is the one and only shopping mall in Kuta area that will give you a flashback of the typical malls you will find in Singapore, Kuala Lumpur, Manila, Melbourne, Tokyo, etc. There is an abundance of western-asian fusion restaurants, cafes and bars. Familiar brands like Mango, H&M, Zara, Fossil, L'Occitane, MAC, Michael Kors are available. They have limited shops that sell local souvenirs and produce, so best to save that for when you visit other areas of Bali (eg: Ubud).It's located just a road away from Kuta Beach and the Sheraton Kuta Bali Resort.",4,2020-04-14
kuta,Beachwalk_Shopping_Center,"Nice place to hide from the sun during the day, or spend an evening shopping.Not very big, but still has a variety of shops, clothes (like Zara, Mango, H&M etc), perfume, cosmetics, souvenirs. A very nice and big supermarket on the ground floor, souvenirs here are cheaper than other souvenir shops.",5,2020-03-21
kuta,Beachwalk_Shopping_Center,"If you are around Kuta Beach must visit Beachwalk... It has many cafés, restaurants, retails shops, branded products, hotels and cinemas... Must go places in Kuta... 😘😘👍👍",5,2020-03-10
kuta,Beachwalk_Shopping_Center,This was the nicest of the shopping centres we visited this trip.  Lots of nice shops with fixed prices. Lots of nice cafes and restaurants.  My partner had his haircut in the barber shop here....awesome and reasonably priced. On the more expensive side generally.  Lots of air conditioned spaces and clean facilities.,4,2020-03-09
kuta,Beachwalk_Shopping_Center,"What can we say, other than this place rocked the boxes. It was only 8 minutes walk up the road and 30p UK taxi back!. It has all the shops you want and most at a reasonable price. Tony Roma's is there for food as is loads of other places. Massive water pool inside the middle which has fish in it. Toilets were very clean.Good place to visit for a couple of hours etc.",5,2020-03-08
kuta,Beachwalk_Shopping_Center,"stunning centre to spend some time with a nice food court sporting many food trailers, selling tasty treats, roof garden is really nice with stunning views, looks like a good spot if you have little children too",5,2020-03-07
kuta,Beachwalk_Shopping_Center,"This is a new addition in Kuta.Great location hence why it is called the Beachwalk. It is just opposite Kuta beach.Plenty of shops, some at the higher end. Also plenty of food choices.We visited here several times, shop and get something to eat. It would be a good place for younger kids, they would like the big candy shop and the costumed characters.There is also a Grab car stand outside.",4,2020-03-06
kuta,Beachwalk_Shopping_Center,"The mall has a few high_end shops, a supermarket on the ground level, a lot of vendors offering all kind of goods and a cinema on the second floor with a premier theater that has wide reclining seats and VIP service for about 150,000 Rubiah a ticket.Nice place to shop.",4,2020-03-05
kuta,Beachwalk_Shopping_Center,A Must Go Area Lot of International brandet Store good Restaurants Like Victoria Secret H&M and many more,5,2020-03-03
kuta,Beachwalk_Shopping_Center,There is a tiny market behind bali dynasty resort on the beach mostly run by ladies who are absolutely lovelyI spent a morning there having a massage nails polished and buying the usual t shirts. They also arranged to find goods I wanted i.e a Balinese kite and a paintingEverything is a very good priceOne of the ladies also launders your clothesWorth a visit even if only for a lovely chat with the ladiesAfterwards you can sit on the beach to see a glorious sunset,5,2020-03-03
kuta,Beachwalk_Shopping_Center,"I enjoyed the visit to Beachwalk Shopping Mall. The best bit of course it's the sales plus aircon. If you find that to bargain in the street in the heat is too much then Beachwalk Shopping Mall could be the place to go. The one thing I did not like was there were people trying to sell time share to us just near the entrance to the mall where we had our bags checked by security. They were very very persistent. One man even said to us they were genuine, ask the security guard, we had won prizes. The security guard turned and said to us,'Yea, Congrats.'It was quite incredible. Come to think of it, I am not impressed with the security guard's behaviour. This Mall is really for tourists and you pay accordingly. But you can get bargains when the sales are on and find what you like.",4,2020-03-02
kuta,Beachwalk_Shopping_Center,Best tip is that there is a supermarket. It is hidden in a way that you need to go down to the basement,4,2020-03-01
kuta,Beachwalk_Shopping_Center,"Beautiful upmarket mall, lovely oasis to get away and grab a delicious coffee and cake. But let's face it, you're not going to buy anything here, unless you often buy Gucci and Victoria's Secret when you're holidaying. Hi-light for kids was an amazing candy and toy shop with several full size lollipop trees! Right across from lovely Kuta beach, pop in to cool off and browse.",5,2020-03-01
kuta,Beachwalk_Shopping_Center,If you get tired of the generic street stalls and tours around Kuta you may find some respite here . However apart from a few restaurants inside most of the shops are uninspiring and the food at most places overpriced especially along the ‘ board walk ‘ area,3,2020-02-27
kuta,Beachwalk_Shopping_Center,"We spent few hours on our last day here, bought some goods at the supermarket. A lot of branded shops and cafes, we even had our lunch in one of the restaurants in the foodcourt area. Great views from the top overseeing the ocean. A good place to stop and have some cool air after a tiring day under the scorching heat in Kuta and Legian.",5,2020-02-24
kuta,Beachwalk_Shopping_Center,"We went there almost 10pm during holiday period and want to have a walk near Kuta beach and hard rock cafe in the evening after family dinner. We could not get parking lot near HRC so we continue drive until we come across this place. When we come inside, we get a lot parking lot so no need long time to park there and go inside. Have a walk inside and most of tenant were still open and when we come to the front side of the place we can see a lot of variety of cafe, restaurant and bar. Went out just before midnight when some tenants were almost closing. Was a good place to spend time for a walk and park ur car to see Kuta beach as it was just a walk away.",4,2020-02-16
kuta,Beachwalk_Shopping_Center,Surf for whole day and this is the best place to get food and goods....By the way we celebrating our Valentine’s day due to nice food and restaurants,5,2020-02-14
kuta,Beachwalk_Shopping_Center,"Things are just the same in most malls, especially the fashion brands and chain restaurants. Nothing special",3,2020-02-13
kuta,Beachwalk_Shopping_Center,With so many shops & restaurants & things to do its such a cool & fun packed place to spend as much time as you would like shops are open late with attraction ongoing.,5,2020-02-12
kuta,Beachwalk_Shopping_Center,"During my one week trip in Bali, we visited this mall every night, that's how much we loved it.Lovely interior & exterior. Great hospitality from staffs. The mall was clean and spacious. Restrooms were clean.The mall was very conveniently located (for hotels and transportation). Kuta beach is right outside the mall. There were quite a lot of options available for dining (caters to different budget needs).We enjoyed the dance performances and battles during the evenings.The supermarket in the basement helped us a lot with daily neccesities.Shopping. Dinning. Entertainment. All in one.Would always revisit!",5,2020-02-12
kuta,Beachwalk_Shopping_Center,"It's in front of the Kuta Beach, nice place, many shops and there's pond so my little girl could see the fish. Love it.",5,2020-02-11
kuta,Beachwalk_Shopping_Center,The Beachwalk shopping centre is in a beautiful location directly across the road from the ocean in Kuta.The centre is modern and contemporary. It consists of 4 levels.There’s an excellent choice of stores and food outlets on all levels.There is also a car park located below the shopping centre,4,2020-02-09
kuta,Beachwalk_Shopping_Center,Beachwalk is so beautiful for walking in. If you have money to spend u can shop from here. Other than that i think its a good site for visit.,5,2020-02-08
kuta,Beachwalk_Shopping_Center,"Everything you could possibly need as you stay in Denpasar is most definitely available at the mall at Beachwalk.Restaurants, Entertainment, Supamarkets, Designer Shops etc. Name it.Worth a visit if in Kuta.Across the mall is the beach 🔥🔥",5,2020-02-08
kuta,Beachwalk_Shopping_Center,"Very nice, fancy shopping center. We stopped by for a lunch and a coffee break, and made a walk through the whole shopping center. So close to the beach and easy to find. Well working air condition in every shop!",5,2020-02-08
kuta,Beachwalk_Shopping_Center,"Nice shopping centreAwesome views from top floorGood shopsGood foodEasy walk from Legian, friendly staffEspecially enjoyed Candylicious storeGood drop off/pick up zone",4,2020-02-07
