location,content,rating,date,rating_num,dates
Legian_Beach,"Nice beach not too far from Kuta. Can still be a little dirty, lots of plastic, but still plenty of positives such as beachside restaraunts and bars with excellent views of the sun setting.",4.0 of 5 bubbles,"March 17, 2020",4,2020-03-17
Legian_Beach,"Good beach, cleaner than Kuta beach. Only went in the late afternoon to see the sunset. Locals are nice on the beach and good prices on drinks too",4.0 of 5 bubbles,"March 16, 2020",4,2020-03-16
Legian_Beach,Beautiful beach but the only thing we disliked was the plastic so it would be better if they cleaned that up. It's nice to have drinks though,4.0 of 5 bubbles,"March 15, 2020",4,2020-03-15
Legian_Beach,"Legian beach is situated between Kuta and Seminyak. Surf beach. Plenty of deck chairs and umbrellas to hire and drinks can be purchased on the beach.On days the water can be heavily polluted with plastics. Still it’s okay for a swim, have a surf and lie on the beach. Great place to have sit in a bean chair have a beer and watch the sun set",3.0 of 5 bubbles,"March 11, 2020",3,2020-03-11
Legian_Beach,The best best beachbar is by Ella & Dutt. Cold bintang beer. Very kindly people Ella and Dutt.After a beach walk by Ella a footmassage and a cold bintang beer.,5.0 of 5 bubbles,"March 5, 2020",5,2020-03-05
Legian_Beach,"The beach and sunset was absolutely amazing. There are a lot of people on the beach selling drinks and with lounge chairs . You will get harassed by some salespeople wanting to sell watches, hats, massages and anything you can think of. Part of the charm of Bali if you don't let it bother you too much. The only negative thing was the beach was FULL of trash. I mean for miles as far as you could see. And not by patrons. You could tell it has all washed up from the ocean. Sad, but really not Bali's fault. It's coming from elsewhere.",3.0 of 5 bubbles,"March 4, 2020",3,2020-03-04
Legian_Beach,"Relax on the beach, hire a Lounge, buy a drink, you will be approached by sellers so expect it, I was disappointed and concerned by the amount of plastic rubbish washed up on the Beach at low tide.",3.0 of 5 bubbles,"March 2, 2020",3,2020-03-02
Legian_Beach,"This beach is much more relaxed and cleaner than other beaches around. In my opinion not great for for families with children. Too many haglers trying to sell useless stuff for absurd amount of money. Waves were a bit strong, I don't recommend for casual swim, maybe for surfers it would be more suitable.",4.0 of 5 bubbles,"March 1, 2020",4,2020-03-01
Legian_Beach,"Filthy, unattractive and not worth even a look. Plenty of other beaches in Bali to visit, and I certainly wouldn't swim here!",2.0 of 5 bubbles,"March 1, 2020",2,2020-03-01
Legian_Beach,"Coming from teh Gold Coast we have the BEST Beaches , disapointing to see the beaches in such a state, need to use the beach cleaning equipment we use here for our beaches",3.0 of 5 bubbles,"February 25, 2020",3,2020-02-25
Legian_Beach,We sat here and watched a glorious sunset had a drink and relaxed beach was a bit dirty but I think that it's because of rainy season negotiations over seats on the beach need to be done before sitting be careful,4.0 of 5 bubbles,"February 24, 2020",4,2020-02-24
Legian_Beach,"Came here early 2019 and it seemed okay, returned this year and the beach is way worse with a lot more vendors all the way along it and a 100 times more rubbish on the beach and in the water. No one seems to have control of anything happening on the beach and very ‘sparse’ efforts to clean it up. All of this is a shame as the town offers some great hotels, restaurants and bars and should have a great beach to go with it.",3.0 of 5 bubbles,"February 18, 2020",3,2020-02-18
Legian_Beach,"Polluted with plastic so very disappointing. So much plastic, plastic,plastic. Dead fish. Water warm but loads of floating rubbish",1.0 of 5 bubbles,"February 18, 2020",1,2020-02-18
Legian_Beach,Loved the chill vibes. Nice spot to have a sunset drink. Not too packed with people.a little bit wavy. Good to relax,5.0 of 5 bubbles,"February 17, 2020",5,2020-02-17
Legian_Beach,We went here few times just to relax and see the sunset. Beautiful spot to hang out with our love one with family and friends. There are some restaurant there with any options to eat.,5.0 of 5 bubbles,"February 14, 2020",5,2020-02-14
Legian_Beach,"Most poluted beach ive ever seen everyday rubish from the barge dumps out at sea, just wash up on shore, a tractor cleans it every day, but you will have plastics brush against you as you swim, the water is always warm so not refreshing.",1.0 of 5 bubbles,"February 12, 2020",1,2020-02-12
Legian_Beach,"Quieter towards northern end, negotiate price for umbrella lounges before you sit (hired one for 2 hours but only stayed for 45 mins & my mates came for literally 1min & tried to charge for 2 lounges)",4.0 of 5 bubbles,"February 11, 2020",4,2020-02-11
Legian_Beach,"A pleasantly wide beach, accessed from the iconic gates so beloved by Instagrammers. Watch your step on the narrow and uneven sidewalks to get there. Not only do the tiles rise and fall, you also have to dodge every shop’s floral and incense offering. Upon arrival my husband and I were accosted (yet in a nice way) by a woman determined to give us massages. She would not take a polite “no” for an answer and finally left us after hearing “maybe tomorrow.”A few hours before sunset, the beach shack vendors industriously put out large bean bags to increase their chances for your consumption from them. We were watching the surf school and serendipitously ended up sitting on beanbags at “Jack Sparrow” in front of the Pullman Hotel, with a personable fellow serving up Bintangs. For dinner options there was no shortage of local warungs within a short walking distance. It was such a pleasant experience that we plan to return to this beach at the tail end of our trip.",5.0 of 5 bubbles,"February 10, 2020",5,2020-02-10
Legian_Beach,"Our hotel was just across the road from this lovely beach and we spent lots of time on it. It has something for everyone and every time you go there you see something different.In the daytime it is great for long walks, watersports and sunbathing. Loungers are available to rent for not much money along with umbrellas.It is lined by small shops and some really good cheap restaurants selling local food. Most of the time the sea is quite calm and very safe but it can get choppy. When this happens, lots of debris is washed up which is a real shame and it’s a pity people don’t take more care of it.",4.0 of 5 bubbles,"February 9, 2020",4,2020-02-09
Legian_Beach,Lovely quiet pleasant beach.Warm clean water and sand.No rubbish and hardly any peopleHardly hassled at all either.,5.0 of 5 bubbles,"February 5, 2020",5,2020-02-05
Legian_Beach,"Price for board - 50 000 rupiahs for 2 hours. Not good for swimming, because a lot of surfers. Ocean is warm and waves are long and soft - perfect for surf beginners. There is a good surf school on the beach",5.0 of 5 bubbles,"February 5, 2020",5,2020-02-05
Legian_Beach,What a fantastic place to cool down enjoy a beer and have a dip whilst watching the beautiful sunset!,5.0 of 5 bubbles,"February 2, 2020",5,2020-02-02
Legian_Beach,Lovely beach that the locals keep clean with Amazing sunsets to watch whilst you have a BIntang or two!,5.0 of 5 bubbles,"January 28, 2020",5,2020-01-28
Legian_Beach,I have lost count of the number of times I have been to Legian but this is the most clean I have ever seen it. The locals have worked really hard to tidy the sand and the water. Great spot to watch the sunset,5.0 of 5 bubbles,"January 25, 2020",5,2020-01-25
Legian_Beach,Nice beach. I like it this place. Bring my dog for walking at sunset times. Have one bottle bintang.,5.0 of 5 bubbles,"January 18, 2020",5,2020-01-18
Legian_Beach,This was a nice enough beach but the heckling from locals was very frustrating.  They even woke me up when I was sleeping on a sun lounge.,3.0 of 5 bubbles,"January 18, 2020",3,2020-01-18
Legian_Beach,The sunset is beautiful at the beach. Clean beaches. There are plenty of shops & nice restaurants around.,4.0 of 5 bubbles,"January 12, 2020",4,2020-01-12
Legian_Beach,"Rico, the owner, is friendly but most of all honest.  He sat and had a chat with us and we all had a few laughs.  We played our music and even had a little picnic and that wasn't a problem. The location was great for us as it wasn't far from our hotel. He even set up a tent set up for a toilet.  I think that was mainly for the guys.  I went to the one at Azul's or there is a public toilet down the way if Azul's doesn't let you use theirs.  When it was time to pay the bill he used his phone and showed us the workings out.I recommend this place to anybody.Thanks Rico",4.0 of 5 bubbles,"January 11, 2020",4,2020-01-11
Legian_Beach,From someone who swore never to sit on the beach at Bali again .i spent nearly every night of my stay watching the sun go down at Robins bar.Not as many hawkers as used to be and they only have a small patch of ground they must stay in.So is actually very relaxing drinking icy cold buntings in a bean bag where the temp is about 15o cooler than your room across the road.Robins is directly out front of the Legian beach hotel.Lovely guy will tell you if seller not trustworthy and will keep them moving if he senses they annoying you.Thanks Robin.,5.0 of 5 bubbles,"January 10, 2020",5,2020-01-10
Legian_Beach,"The beach looks so much better than previous years, and they are making great efforts to clean it, but the rubbish that appears when the tide comes in is so sad to see",4.0 of 5 bubbles,"January 9, 2020",4,2020-01-09
Legian_Beach,Great view for sunset but what a dirty beach. Plastic everywhere and you're constantly harassed by vendors (all kinds....),2.0 of 5 bubbles,"January 8, 2020",2,2020-01-08
Legian_Beach,Enjoy to visit at Legian Beach. Near from my accomodation. Every morning would like to visit this place,5.0 of 5 bubbles,"January 7, 2020",5,2020-01-07
Legian_Beach,"We had lazy Day at the beach and instead of renting sunbed we stayed at the local beach bar beansack chairs and kept ordering cool beverages between swimming and reading books. :) the sunset other night was nice too, little bit too crowded to enjoy it. Also the sales people walking to people to people are annoying. Good swimming and surffing beach.",4.0 of 5 bubbles,"January 7, 2020",4,2020-01-07
Legian_Beach,"Nice beach, cleaned every morning.  Good for learning surf. Too much bars and surf schools when you enter on the beach. They are too insistent to sell you courses, drinks or sunbeds. Difficult to stay relax.",3.0 of 5 bubbles,"January 5, 2020",3,2020-01-05
Legian_Beach,"Stayed in legian, never tried seminyak or kuta (for comparison)Positives: Beer is about $3 a bottle at most shacks which is perfect for having a few watching the sunset. Some nice bars and restaurants with lovely ambience at the beachside hotels which anyone can use, 2for1 cocktails at $12-$14 (very nice too) and your standard cheap Bintang beer for $3 or $5 for a tall bottle. Meals range from $8 for a beer/pizza or $16 for example duck, steak or lamb. Staff are usually incredibly friendly at hotels and don’t tend to try and rip you off.Negatives: Beaches are lined with rubbish, went surfing, $5 for 2 surfboards although they will try and charge you $10(1 hour) had a few plastic bags wrap around my arms and legs while surfing for 30 minutes. Beds cost around $5 each to hire with an umbrella, or as usual they will try and charge you more. Be prepared to be approached every 3 minutes by people trying to sell you bracelets, sunglasses, hats, watches ect. Good: cheap beer, nice sunsetsBad: overcharging, dirty beach/ocean, struggle to relax due to beach sellersTiger Itchy Bum Bar👌",3.0 of 5 bubbles,"January 5, 2020",3,2020-01-05
Legian_Beach,"I had high hopes that I'd finally get to enjoy the beach in Bali, but this wasn't it. There were lots of surfing lessons being offered, but I'm not into that. The water wasn't very clear, so I waded in the water a little.",3.0 of 5 bubbles,"January 3, 2020",3,2020-01-03
Legian_Beach,My first time to visit the place.  Its so nice to walk around the beach and see the beautiful rising sun.  The place is clean and we enjoyed playing on the beach.,5.0 of 5 bubbles,"January 2, 2020",5,2020-01-02
Legian_Beach,"Went here on the late afternoon of the last day of 2019 & come back again in the late evening on that day. In the afternoon, the beach was already quite crowded, but we still can walk on the white sand beach to wait for the sunset. In the late evening, it get even more crowded, with lots of fire works. It was truly a happening place for the new year countdown. We all enjoyed our time here",5.0 of 5 bubbles,"January 2, 2020",5,2020-01-02
Garlic_Lane,"Garlic Lane is one of my favourite places to have a feed, drink a few beers, catch some sports, get a massage and do some casual shopping (see my YouTube), while in Bali.",5.0 of 5 bubbles,"August 28, 2020",5,2020-08-28
Garlic_Lane,"Pretty much all you may want to buy in the cheap to mid range pricing.  If you want high end quality, custom made then several shops here too",5.0 of 5 bubbles,"April 7, 2020",5,2020-04-07
Garlic_Lane,"Love walking down this street, There are lots of restaurants and places with entertainment. As a bonus there are many shops - a must visit.",5.0 of 5 bubbles,"March 30, 2020",5,2020-03-30
Garlic_Lane,A must see local shopping street. Ask for a price then come back with about a 1/3 counter offer. Be mindful that you might only be haggling over a dollar - they have to make a living as well.,4.0 of 5 bubbles,"February 27, 2020",4,2020-02-27
Garlic_Lane,"Garlic Lane is famous in Bali, I believe because it is central, easy to get to...but more importantly, becase is sells one of everything, and has a set price shop ot the back ""Bali Kmart"" where you can brouse without being hasseled, and know what the price is. If you don't have much time to shop during your Bali trip, come here and get eveything you want in one place. Shoppers heaven. The ""Lady Boy Show"" upstairs from the restaurant is a really great night out too.",5.0 of 5 bubbles,"February 18, 2020",5,2020-02-18
Garlic_Lane,This street is quite short but packs a lot in for sure. It can get quite busy especially late at night but always has a good atmosphere.On it you will find several really good restaurants selling authentic food at reasonable prices. These are in amongst souvenir shops of mixed quality.It isn’t pedestrianised but is still safe as long as you pay attention. There is a motorcycle taxi rank at one end which will whizz you off home for not much money if required.,5.0 of 5 bubbles,"February 9, 2020",5,2020-02-09
Garlic_Lane,"It's a nice place to buy clothes, accessories, paintings and enjoy some good food. I love the fixed price shop. Try to visit if in Legian area, you will find good bargains.",5.0 of 5 bubbles,"February 3, 2020",5,2020-02-03
Garlic_Lane,"Worth a visit we did buy quite a few souvenirs down this lane and there is a few interesting and fun bars, one  that offered suckling pig with day before notice",4.0 of 5 bubbles,"February 1, 2020",4,2020-02-01
Garlic_Lane,Abusive and Blue language by stall holder after price not agreed to.    The only reason 1 star as there is no option not to rate She was just foul mouthed - we didn’t agree which is fine- but she decided to abuse me in front of my 14 year old - so doesn’t deserve any business - disgraceful attitude really disappointing - interesting she had no issue using the F word - am sure they own that whole strip as she said her sister owned next stand as we were looking.  She doesn’t deserve the business.   Other stall holders do. Went to buy items from someone outside Garlic Lane instead.,1.0 of 5 bubbles,"January 24, 2020",1,2020-01-24
Dalem_Kahyangan_Temple,Tie on a Sarong (required and available prior to entry) and have a quiet contemplative visit. Centuries of history here.,3.0 of 5 bubbles,"March 2, 2020",3,2020-03-02
Jalan_Legian,"We loved staying nearby Jalan Legian, it has everything you need and then some. Great for a walk for some cheap shopping!",5.0 of 5 bubbles,"March 21, 2020",5,2020-03-21
Jalan_Legian,"From the Kuta end this is a lively area of Bali in the evening. It's the place with restaurants, bars and clubs.In the day time it is worth coming to browse at some shops. There are plenty that are aimed at the tourists, you will find a few quirky ones.You can also walk all the way to Legian.",3.0 of 5 bubbles,"February 29, 2020",3,2020-02-29
Jalan_Legian,"very good live band (bar flair) in viaipi bar and discobar stops at 2am while the upstairs disco closes at 4amnever seen so many stoned people in one place in my life as in this discothe music in the disco is not really very goodit's also a pick up joint, for sure",4.0 of 5 bubbles,"February 17, 2020",4,2020-02-17
Jalan_Legian,This Legian street is a pickpocket's area.They come in group in night outside Bounty Club and look for traveller's who is drunk. My suggestion if you are staying nearby Bounty club : Please don't wear any Gold reckless or Bracelet. These people are good in snatching. Don't carry mobile and purse. Keep only cash which you think is enough for a night. You will not find single Cop over there. My suggestion La favela in Seminyak is a best place for party at night. Drop the idea of partying near Bounty Club. FYI : Sky Garden is now closed.,1.0 of 5 bubbles,"February 17, 2020",1,2020-02-17
Jalan_Legian,Fun street for a night out. We went with friends for some drinks and live music. There is an amazing Mexican restaurant at the end called Don Juan. We found it accidentally and loved it so much.,5.0 of 5 bubbles,"February 13, 2020",5,2020-02-13
Jalan_Legian,"From first thing in the morning till the early hours of the morning this place is pure entertainment. Very seldom is it quiet and there is always something happening or something to see.There is something for everyone here. Whether it’s street food, a smart restaurant, a live music bar or shops you will find it. It gets very busy at night but, As long as you keep your wits about you, it is a great spectacle.One tip when you’re crossing the road is constantly look both ways. The normal highway code simply doesn’t apply here and everybody goes anyway they want!",5.0 of 5 bubbles,"February 10, 2020",5,2020-02-10
Jalan_Legian,"This is the main street that runs through Legian.The street is narrow that is very busy and there are numerous shops, ATMs, money exchange places, restaurants and bars, The Ground Zero Memorial and all of the night clubs located along both sides of the street.Traffic along this straight from mid afternoon right into the knot is extremely slow and hectic with you having to watching every direction if you cross the ride as there are cars trucks motorcycles scooters old traveling often in the wrong direction and so if you don't keep a look at you could easily become a pedestrian victim.A very busy interesting street and there are also a lot of people flying to sell their bits and pieces and scam tourists.A lot of young children walking around asking for money and food and many of them just involved in scams. These young children offer to sell you little trinkets, show you card tricks or ask you to buy them food. If you buy them something like a drink or a small item I will try and get you to purchase them something which is a bit higher in price so as soon as you leave they will take it back to the store get a refund and pocket the money.Some of them a genuine but many are not and some of them are really rude if you don't buy them something they will give you a mouth full of abuse.An interesting street to sit in one of the bars and watch what goes by and what goes on",3.0 of 5 bubbles,"January 30, 2020",3,2020-01-30
Jalan_Legian,"if you are a young tourist who wants to let go of fatigue for a while, walk Legian is the choice, here you get lots of entertainment to just coffee, shop, find food, drink beer, and visit the Bali bombing monument.",5.0 of 5 bubbles,"January 25, 2020",5,2020-01-25
Mahadeva_Art_Gallery,extraordinary selection of paintings and very good and we can learn to paint. very friendly artists and staff,5.0 of 5 bubbles,"January 25, 2020",5,2020-01-25
Rehat_Massage_Reflexology,"So Friendly, and have a good treatment, she has a strong power like i ask. Wanna come to visit next time",5.0 of 5 bubbles,"January 4, 2022",5,2022-01-04
Rehat_Massage_Reflexology,"the best massage I have ever had in Bali, always have a session here and it never disapppoints. The ritual and massage are amazing, super clean and relaxing. This is the kind of treatment I paid millions in Jakarta, but really affordable here. Highly recommended!",5.0 of 5 bubbles,"January 2, 2022",5,2022-01-02
Rehat_Massage_Reflexology,"My favorite place to relax my body, very recommended to visit Rehat Spa when you are in Legian or Kuta area. The staff are well trained and the massage is always the best. They have some improvements on spa area and it's was great. Thank you Yanik for the great treatment and Eka very well explanation for the spa products. I will be back for sure.",5.0 of 5 bubbles,"December 28, 2021",5,2021-12-28
Rehat_Massage_Reflexology,Really nice experience. Me and my husband enjoy it so much. Relaxing and energizing. The therapist are really polite and professional.,5.0 of 5 bubbles,"December 25, 2021",5,2021-12-25
Rehat_Massage_Reflexology,"Love and enjoy the ambience here and of course the massage. They are very professional, they do ask to fill in the form asking about our body and skin condition, therefore they can adjust to suit our needs. The music really help to relax. The facilities are clean and I love the fragance of the body soap very much, very fresh and calming.. I'm walking out from this place feels being reborn like a brand new different person :)Dec '21, solo, 280k for a complete menu (appetizer, main course, dessert). Unfortunately for the solo there's no special price for Grandmas Legian hotel Guest, the special price is only for the 2pax package.",5.0 of 5 bubbles,"December 11, 2021",5,2021-12-11
Rehat_Massage_Reflexology,"Very excellent treatment by Ms Buda at Rehat Legian. Amazing place and very recommended, a must try spa in Legian 👍🏻",5.0 of 5 bubbles,"December 5, 2021",5,2021-12-05
Rehat_Massage_Reflexology,"Strong recommended ,must visit -place for massage, very good massage  handle  by Yanik very professional.def Will be back here again next time.",5.0 of 5 bubbles,"November 16, 2021",5,2021-11-16
Rehat_Massage_Reflexology,Me and my wife had hot stone massage. It was great experience and felt so good. The therapist very attentive and asking the pressure and make sure that me comfort during the treatment. Recomended spa in Legian area. I will come back again. Thank you Rehat Spa..,5.0 of 5 bubbles,"November 1, 2021",5,2021-11-01
Rehat_Massage_Reflexology,"Spa was excellent, therapist explaining good and details, good product knowledge, nice ambience, good and experienced staffs.   The treatment was very nice.",5.0 of 5 bubbles,"October 16, 2021",5,2021-10-16
Rehat_Massage_Reflexology,"Choice of three aromatic massage oil, welcome drink and fresh cold towel. Nice ambience and clean rooms with experienced and polite therapist. Would definitely come back!",5.0 of 5 bubbles,"October 5, 2021",5,2021-10-05
Rehat_Massage_Reflexology,"Very great experiences! Happy to have the time there. Amazing hospitality, facilities and great masseuse techniques!",5.0 of 5 bubbles,"October 3, 2021",5,2021-10-03
Rehat_Massage_Reflexology,"what a well spent me-time in here by having a massage with the professional one. comfortable place, awesome staff ❤️When they say this place is best, they mean it. gonna back again!",5.0 of 5 bubbles,"September 26, 2021",5,2021-09-26
Rehat_Massage_Reflexology,"Before it’s De Nyuh, finally after ppkm they are reopening, the place was renovated, it look more spacious than before. I’ve got 90 minutes massage & 30 minutes scrub. Everything still same, great massage, great service, and ofcz I feels refreshed after leave the place. Hope everything back to normal, so sad the area is so quite than it used to. Will be back again when I’m in the area",5.0 of 5 bubbles,"September 23, 2021",5,2021-09-23
Rehat_Massage_Reflexology,"Amazing hospitality, facilities and great masseuse techniques! Excellent service as the staff was explaining the inclusion, services and conducted Covid-19 safety protocols as well and price was absolutely worth it! I chose the Revitalizing (90mins) it was exactly what I needed and the lady masseuse was amazing & precise! Definitely worth to check it out if you're around Legian/Kuta area 👌🏻✨",5.0 of 5 bubbles,"September 12, 2021",5,2021-09-12
Rehat_Massage_Reflexology,"Must make bookings, walk ins could not be accommodated. Nice ambience. Extremely clean and nicely fitted out. Some noise is heard from foots steps from floor above during massage. Head phones offered so understood reason for this post massage however I zoned out and this was not an issue for me at all. Great peaceful experience with cool drink on arrival, very nice hot stone massage followed by nice shower facilities and hot drink to finish. Excellent price and quality ratio. Would return.",4.0 of 5 bubbles,"March 20, 2020",4,2020-03-20
Rehat_Massage_Reflexology,"This spa was a very nice surprise, on a street which is otherwise full of ""spas"" and massage offers. It's a comforting experience from the moment you walk inside, tucked away from the street noise. I entered spontaneously and got an appointment quite fast. The deep tissue massage with Ariani was wonderful and I was overall very nice surprised by how she tried to understabd what I want and if I was comfortable throughout the massage.A few careful details do make a difference, and Rehat Spa certainly got all of them right, to make every visit exceptional.",5.0 of 5 bubbles,"March 13, 2020",5,2020-03-13
Rehat_Massage_Reflexology,Wow what a great place to get a massage. Totally understand why it is no 1 spa in Legian. Definitely worth a visit.,5.0 of 5 bubbles,"March 11, 2020",5,2020-03-11
Rehat_Massage_Reflexology,"We stayed with my wife at Grandma's Hotel which is above this Spa. Have been here twice during our stay and that says something. They really know their job and gives you to choose between 3 different oil for your massage, also offer the cinnamon tea which was just too sweet for me but loved by my wife, and at the end give the ginger tea. Oh yeah I liked their traditional washing foot with fruits and flowers. Well done by the entire team.Want to mention if you are there and want to try it, go an schedule your treatment in advance as they are quite busy.",5.0 of 5 bubbles,"March 2, 2020",5,2020-03-02
Rehat_Massage_Reflexology,"Good place, good package, very enjoy and comfortable. The therapist has a good thecnique, polite and attentive.if I come back I Will request Suma to handle me 😁 don't forget to say thank you for Komang at front. She very helpfull",5.0 of 5 bubbles,"February 25, 2020",5,2020-02-25
Rehat_Massage_Reflexology,"Very nice spa, cozy and quiet. Ibu Surya is very professional and have kind attention I made also a massage with Ibu buda who is also amazing. Highly recommended",5.0 of 5 bubbles,"February 19, 2020",5,2020-02-19
