place,location,content,rating_num,dates,sentiments,Positive Sentiment,Neutral Sentiment,Negative Sentiment,Compound Sentiment,label
kuta,Waterbom_Bali,amazing experience thrilling slides food inside wasbit pricey tasty easily one best days bali,5,2020-06-14,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.926}",0.574001,0.42600099999999996,1e-06,0.9260010000000001,1
kuta,Waterbom_Bali,one better water parkshave visited good mixture rides helpful staffsbought tickets entry turned costlier rate sell online,4,2020-06-12,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.8225}",0.381001,0.619001,1e-06,0.822501,1
kuta,Waterbom_Bali,unable attend waterbom park due able enter countryattempted contact waterbom park see would refund credit 450paid family andshelter dayreceived communication back asked howenjoyed time waterbom park asked fill outsurveyvery poor form waterbom classed salt wound,1,2020-05-13,"{'neg': 0.08, 'neu': 0.853, 'pos': 0.067, 'compound': -0.128}",0.067001,0.853001,0.080001,-0.127999,2
kuta,Waterbom_Bali,many years sincevisit waterbom bali whattransformation super impressed whole experience booked online meals towels included package electronic wrist bands access food drinks great facilities age group awesome array activities infrastructure equipment great condition way better thanremembered expected well done waterbom well back,5,2020-03-17,"{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.9786}",0.437001,0.563001,1e-06,0.978601,1
kuta,Waterbom_Bali,visited honeymoon wasreally fun day theres lots really enjoyed lazy river pool bar would highly recommend iskids pool separate main pool meant wasbit quieter main pool chilled music playing day purchased tickets online advance slightly cheaper,5,2020-03-14,"{'neg': 0.061, 'neu': 0.685, 'pos': 0.254, 'compound': 0.8275}",0.254001,0.6850010000000001,0.061001,0.827501,1
kuta,Waterbom_Bali,excellent experience waterbomloved lazy river kids enjoyed slides recommend familys,4,2020-03-14,"{'neg': 0.139, 'neu': 0.333, 'pos': 0.528, 'compound': 0.7906}",0.528001,0.333001,0.139001,0.790601,1
kuta,Waterbom_Bali,awesome water park much varietyof slides pools food excellent price really good,5,2020-03-14,"{'neg': 0.0, 'neu': 0.45, 'pos': 0.55, 'compound': 0.8999}",0.5500010000000001,0.450001,1e-06,0.8999010000000001,1
kuta,Waterbom_Bali,partner andhad best time waterbom yesterday entire park immaculately clean hygienic organized totee food great well pricedreally appreciate environmentally friendly food served banana leaves including little dipping sauces smoothiehad best i’ve ever anywhere slides much fun safe staff attentive friendly professional amazing showers toilets clean nothing like public pools i’ve anywhere world lazy river awesome relaxingdon’t kids butcould see many great rides pools kids enjoycould speak highly experience people complain entrance fee costs food drink etc amazing hot dog chips onion rings 85k it’s cheap paylot australia water theme parks one deserving warrant entrance fee charges it’sbargain opinion especially pay online go lucky tourists balinese people provide us places like one truly beautiful hospitable people thank much ps would nice people would refrain smoking cigarettes whilst seeing kids around wouldn’t get away australia sucks think it’s ok definitely certain groups australians give usbad name bali i’ll leave,5,2020-03-13,"{'neg': 0.082, 'neu': 0.565, 'pos': 0.353, 'compound': 0.9956}",0.35300099999999995,0.565001,0.082001,0.9956010000000001,1
kuta,Waterbom_Bali,must visiting bali great fun value money clean beautiful surroundings,5,2020-03-13,"{'neg': 0.0, 'neu': 0.234, 'pos': 0.766, 'compound': 0.9468}",0.766001,0.23400100000000001,1e-06,0.946801,1
kuta,Waterbom_Bali,weren’t many slides 4yo could adult enjoy kiddie slides though able go one big slide one big yellow tube thing enjoyed lazy river kids water playground great,4,2020-03-13,"{'neg': 0.069, 'neu': 0.637, 'pos': 0.294, 'compound': 0.8442}",0.29400099999999996,0.637001,0.069001,0.844201,1
kuta,Waterbom_Bali,booked online 6 weeks ago australia visit waterbom park bali use take kids many years ago well wife andwho recently celebrated 36 year marriage decide would go hirecabana formeasly 30 entrance fee whatday slides casual floating ontide around park lunch brought withbintang staff great helpful would recommend everyone gets better every time go,5,2020-03-12,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.9578}",0.30700099999999997,0.693001,1e-06,0.957801,1
kuta,Waterbom_Bali,overallgreat day drinks expensive tourists even amusement park dont plan onboozy water park fun timerides good fun lines move steadilynot much extreme thrills enough keep interesting convince less adventurous havego,5,2020-03-12,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.9602}",0.49200099999999997,0.508001,1e-06,0.9602010000000001,1
kuta,Waterbom_Bali,cool trip water boom expensive entrance ticket especially local water boom give friendly price entrancethink even people visit especially local,3,2020-03-11,"{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.6705}",0.23400100000000001,0.766001,1e-06,0.670501,1
kuta,Satria_Gatotkaca_Statue,love view satria gatotkaca night beautiful water splash beautiful colours lights night changing every second,5,2020-10-03,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.9186}",0.500001,0.500001,1e-06,0.918601,1
kuta,Satria_Gatotkaca_Statue,ismagnificent statue leaving airport start road onto tuban kuta area quite stunning carved worriers horsesmust see night time lighting something else,4,2020-05-28,"{'neg': 0.119, 'neu': 0.764, 'pos': 0.116, 'compound': -0.0183}",0.116001,0.764001,0.119001,-0.018299,0
kuta,Satria_Gatotkaca_Statue,please miss statuewonderful work art middle city pass way airport,5,2020-03-22,"{'neg': 0.134, 'neu': 0.672, 'pos': 0.193, 'compound': 0.1779}",0.193001,0.6720010000000001,0.134001,0.177901,1
kuta,Satria_Gatotkaca_Statue,wow beautiful detail magnificent shame dont stuff like australia loved thismust see,5,2020-03-20,"{'neg': 0.195, 'neu': 0.225, 'pos': 0.58, 'compound': 0.906}",0.580001,0.225001,0.195001,0.9060010000000001,1
kuta,Satria_Gatotkaca_Statue,see statuelot kuta it’s years andalways look forward seeing,5,2020-02-29,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",1e-06,1.000001,1e-06,1e-06,0
kuta,Satria_Gatotkaca_Statue,absolutely beautiful statue makes forlovely photo get driver pull let take pic bali many spectacular statues around city,4,2020-01-21,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.6361}",0.198001,0.8020010000000001,1e-06,0.636101,1
kuta,Pandawa_Beach,beach less crowded cleaner kuta beach many good restaurant near area,5,2021-08-30,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.5141}",0.324001,0.6760010000000001,1e-06,0.514101,1
kuta,Pandawa_Beach,good beach quite empty much option food beach club stay still enjoyable white sands clear blue water,4,2021-08-17,"{'neg': 0.089, 'neu': 0.553, 'pos': 0.358, 'compound': 0.7436}",0.35800099999999996,0.5530010000000001,0.089001,0.7436010000000001,1
kuta,Pandawa_Beach,first visit still natural view people selling french fries coconut back 2014 everything commercialized turned beautiful beach market sad,1,2021-06-30,"{'neg': 0.122, 'neu': 0.627, 'pos': 0.251, 'compound': 0.5106}",0.251001,0.627001,0.122001,0.5106010000000001,1
kuta,Pandawa_Beach,one beautiful white sand beach indonesia ambience still quiet serene clean must visit place friends family,5,2021-02-10,"{'neg': 0.0, 'neu': 0.486, 'pos': 0.514, 'compound': 0.9136}",0.514001,0.48600099999999996,1e-06,0.913601,1
kuta,Pandawa_Beach,pandawa beach one favorite renowned white sand beaches southern balithe local community familiar name kutuh beach need pay entrance fee passroad flanked steep rocky cliffs could seestatus panca pandawa taken mahabrata story therefore beach called pandawa beach balifrom top fo cliff see amazing indian ocean view pandawa beach famous one secret beaches bali among foreign visitors around year 2000 considered balis secret coast since year 2012could say pandawa beach wide open public longer one blai hidden beaches still islovely beach amazing ocean viewover pandawa beach offerstremendous ocean view enjoy,4,2021-01-29,"{'neg': 0.014, 'neu': 0.83, 'pos': 0.156, 'compound': 0.9349}",0.156001,0.830001,0.014001,0.934901,1
kuta,Pandawa_Beach,nice clean beach could cleaner quite far kuta worth travel many attraction nearby though,4,2021-01-12,"{'neg': 0.0, 'neu': 0.421, 'pos': 0.579, 'compound': 0.885}",0.579001,0.42100099999999996,1e-06,0.885001,1
kuta,Pandawa_Beach,hadwonderful day thanks wonderful guide pandawa beach amazing place spendlazy afternoon golden sand clean blue ocean fresh coconut water cafe beach cheap payed 25k rupiah,5,2020-10-30,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.9371}",0.43500099999999997,0.565001,1e-06,0.9371010000000001,1
kuta,Pandawa_Beach,highly recommend take transport dont want spendlot local drivers since easy getcab like impossiblelovely place withlot amenities instagramable spotsenjoy day,5,2020-09-13,"{'neg': 0.048, 'neu': 0.63, 'pos': 0.322, 'compound': 0.7888}",0.322001,0.630001,0.048001,0.788801,1
kuta,Pandawa_Beach,came scooter nusa dua waslong trip hotel nice also see people live hotel tourism zone arrive pandawa beach need pay access 15000 rp person 080 cents euro arrive beach many beach clubs went roosterfish thatreally recommend good food good servicethe sea beautiful view also amazing,4,2020-03-21,"{'neg': 0.024, 'neu': 0.653, 'pos': 0.323, 'compound': 0.9545}",0.323001,0.653001,0.024001,0.954501,1
kuta,Pandawa_Beach,itsgood beach proper access beach quite clean hasline restaurants shops along beach umbrellas seats beach rented 50kthe viewpoint top good secluded decently crowded,4,2020-03-21,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.7713}",0.278001,0.722001,1e-06,0.771301,1
kuta,Pandawa_Beach,isnice beach relax south nusa dua spend day enjoy nothing swimming tanning,4,2020-03-06,"{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.7269}",0.379001,0.621001,1e-06,0.726901,1
kuta,Pandawa_Beach,visited place twice 1st time 2017 2nd time recently feb 2020 back 2017was told beach open public 1 year ago 2016 breathtaking colours ocean spectacular 2020decided come back already crowded despite reduced numbers visitors due coronavirus tourist facilities erectedwas justbit disappointed waters clear sure season masstourism effect butenjoyed water activity ie kayaking beach also wayyy better nusa dua,4,2020-03-02,"{'neg': 0.047, 'neu': 0.789, 'pos': 0.164, 'compound': 0.7717}",0.164001,0.7890010000000001,0.047001,0.7717010000000001,1
kuta,Pandawa_Beach,beach attractions people visiting bali spent atleast 2 hours itshuge beach dont forget carry extra clothes plan takedip waters,5,2020-03-01,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.5371}",0.218001,0.7820010000000001,1e-06,0.537101,1
kuta,Pandawa_Beach,wow changed beyond compare last visit really enjoyed morning heaving people statues looked andlong walk around really ismust place,5,2020-02-27,"{'neg': 0.0, 'neu': 0.697, 'pos': 0.303, 'compound': 0.8122}",0.30300099999999996,0.697001,1e-06,0.8122010000000001,1
kuta,Pandawa_Beach,wonderful beautiful rock cliff beach view first time see white sands herehopecan come oneday,5,2020-02-25,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.8225}",0.388001,0.612001,1e-06,0.822501,1
kuta,Pandawa_Beach,colors beach really awesome entry exit easy sea suddenly sea deep wawe strong couldn’t control foot sand sea panorama beautiful warungs around eat drink shower beach freeadvice,4,2020-02-24,"{'neg': 0.0, 'neu': 0.613, 'pos': 0.387, 'compound': 0.9381}",0.387001,0.613001,1e-06,0.9381010000000001,1
kuta,Pandawa_Beach,best beach south bali lively beautifulspend least one beautiful evening wont regret,5,2020-02-23,"{'neg': 0.0, 'neu': 0.375, 'pos': 0.625, 'compound': 0.9236}",0.625001,0.375001,1e-06,0.923601,1
kuta,Pandawa_Beach,visited nice easy get nice beach good places eat beach enjoyed sea ok swim,4,2020-02-21,"{'neg': 0.0, 'neu': 0.321, 'pos': 0.679, 'compound': 0.9423}",0.6790010000000001,0.321001,1e-06,0.942301,1
kuta,Pandawa_Beach,one clean beach i’ve ever visitedit quite far downtown rent chair see waves,4,2020-02-17,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019}",0.184001,0.816001,1e-06,0.40190099999999995,1
kuta,Pandawa_Beach,went husband hadgood time surf great bad wasbit far stayed,4,2020-02-13,"{'neg': 0.224, 'neu': 0.513, 'pos': 0.263, 'compound': 0.1531}",0.263001,0.513001,0.224001,0.15310100000000001,1
kuta,Pandawa_Beach,entrance 15000rupper personmany sunbeds umbrella beach rent 50000rupgood beach swimming serfing,3,2020-02-13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",1e-06,1.000001,1e-06,1e-06,0
kuta,Pandawa_Beach,whatbeach guys must visit place atmosphere good clean water white sand beach location good find mahabharata pandav’s temple also beachthanks reading,5,2020-01-30,"{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.8176}",0.321001,0.6790010000000001,1e-06,0.817601,1
kuta,Pandawa_Beach,let sun kiss enjoy virgin beach one hour kuta area another information bring vehicle scooter online taxi cant entry area,4,2020-01-20,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.7184}",0.250001,0.750001,1e-06,0.7184010000000001,1
kuta,Pandawa_Beach,know good beach islot tourists big enough waves would recommend tourists children come putmark takecouple photoswould recommend smaller beaches nearby,3,2020-01-18,"{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.7845}",0.317001,0.6830010000000001,1e-06,0.784501,1
kuta,Pandawa_Beach,trap notbeach office guys makefake information biased suchwaste time,1,2020-01-15,"{'neg': 0.386, 'neu': 0.614, 'pos': 0.0, 'compound': -0.5267}",1e-06,0.614001,0.386001,-0.5266989999999999,2
kuta,Pandawa_Beach,beach located base offormer massive limestone quarry pay get rp65000 two adults parking beach nice enough wander past many warungs even gets quiet overall inflated tourist trap includinghollywood style sign hills us geologists quitecool setting,3,2020-01-12,"{'neg': 0.096, 'neu': 0.831, 'pos': 0.073, 'compound': 0.0258}",0.073001,0.831001,0.096001,0.025801,0
kuta,Pandawa_Beach,friend visited pandawa beachthe beach clean withbottle beer staring sunsetthe local people helpful adequate admission prices,5,2020-01-10,"{'neg': 0.0, 'neu': 0.531, 'pos': 0.469, 'compound': 0.8625}",0.46900099999999995,0.5310010000000001,1e-06,0.8625010000000001,1
kuta,Pandawa_Beach,read reviews beach words used describe “pristine” “gem ofplace” etc get picture hence excited go visit beach lo behold absolute disappointment moment hit shores walk past rows establishments sprung capture tourist dollar beach dirty overcrowded hadlack public amenitiesdon’t count toilets set commercial establishments also dirty public amenities water also clear i’m really unsure adjectives pristine could used describe,1,2020-01-10,"{'neg': 0.169, 'neu': 0.757, 'pos': 0.074, 'compound': -0.7501}",0.074001,0.757001,0.169001,-0.750099,2
kuta,Pandawa_Beach,food small stalls lookedbit unkempt butappreciate similar looks price like stalls offering almost stuffs exactly price example french fries 25000 ids 15 usd approx etc place decent showers places lookedbit dirty sowashed children feet hands free shower poles also place hide suns coconut trees want hide sun buy drinks food stall sand clean children liked play 1213 noon hot happy playing sand,4,2020-01-03,"{'neg': 0.103, 'neu': 0.636, 'pos': 0.261, 'compound': 0.9081}",0.261001,0.636001,0.103001,0.908101,1
kuta,Beachwalk_Shopping_Center,opinion beach walk best shopping center bali hasvery beautiful architecture shopping center located right front sea near kuta addition shops top floor many cinemas enjoy watching movies animations eating popcorn,5,2021-09-18,"{'neg': 0.0, 'neu': 0.665, 'pos': 0.335, 'compound': 0.9201}",0.335001,0.6650010000000001,1e-06,0.9201010000000001,1
kuta,Beachwalk_Shopping_Center,place modern busy beautiful amazing food facilities impressed decor atmosphere food hall amazing there’s always something fun going went singers performersfashion show it’s bursting fun,5,2020-12-30,"{'neg': 0.0, 'neu': 0.473, 'pos': 0.527, 'compound': 0.969}",0.527001,0.47300099999999995,1e-06,0.969001,1
kuta,Beachwalk_Shopping_Center,actually mall big good pandemic crowdedthey dont limit people enter mallsodont feel comfortable,3,2020-12-24,"{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.7351}",0.36000099999999996,0.640001,1e-06,0.735101,1
kuta,Beachwalk_Shopping_Center,great design easily reach several shops compare big malls enjoy several tenants front mall sunset pizza coffee,5,2020-12-20,"{'neg': 0.0, 'neu': 0.546, 'pos': 0.454, 'compound': 0.8689}",0.454001,0.5460010000000001,1e-06,0.868901,1
kuta,Beachwalk_Shopping_Center,favourite place shopping bali fashionmake upbody care actually food find best spotthink rooftop see sunset pantai kuta,5,2020-12-03,"{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.8126}",0.330001,0.6700010000000001,1e-06,0.812601,1
kuta,Beachwalk_Shopping_Center,stayed bali 10 months mall opinion best variety stores bali bali limited high street style stores used uk beachwalk zara hm pull bear berskha victoria secret body shop plus sport shops jewellery shops etc it’s also surrounded local shops restaurants beach right opposite there’s parking surrounding mall gettaxi gojek easily,4,2020-10-29,"{'neg': 0.034, 'neu': 0.847, 'pos': 0.119, 'compound': 0.6908}",0.119001,0.847001,0.034001,0.690801,1
kuta,Beachwalk_Shopping_Center,mall ia big also bright across beach lots restaurant clean modern,5,2020-07-01,"{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.6808}",0.384001,0.616001,1e-06,0.680801,1
kuta,Beachwalk_Shopping_Center,itsbig shopping mall located near kuta beach next sheraton resort haswide variety brands andnice food court,4,2020-05-29,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",1e-06,1.000001,1e-06,1e-06,0
kuta,Beachwalk_Shopping_Center,driving prepared takes long time reach shopping mall lots traffic surrounding kuta area enter car park make sure take ticket otherwise end paying daydid getticket barrier openedvery nice modern mall got cinema food selections branded shops easy access kuta beach enjoy sunset shopping centre close early,5,2020-05-11,"{'neg': 0.027, 'neu': 0.713, 'pos': 0.26, 'compound': 0.8934}",0.260001,0.713001,0.027001,0.893401,1
kuta,Beachwalk_Shopping_Center,beachwalk shopping center offers retail stores many american similar pricing america restaurants cafes popular among teens families whatseek traveling abroad clean certainlynice shopping mall,4,2020-04-30,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.6705}",0.200001,0.8000010000000001,1e-06,0.670501,1
